"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181"
"1",1,0.0673076923076923,0.121019108280255,0.791044776119403,0.919504643962848,0.769716088328076,0,0,0,0.937106918238994,0,0,0,0.79179810725552,0.699059561128527,0,0.0741935483870968,0.0555555555555556,0.0645161290322581,0.165625,0.00911854103343465,0,0,0.751479289940828,0.194267515923567,0.773584905660377,0,0,0.758513931888545,0.340983606557377,0.0617283950617284,0.0439189189189189,0.0182926829268293,0,0,0.231511254019293,0.0212765957446809,0.0825396825396825,0,0,0.0363636363636364,0,0.2875,0,0,0,0,0.114285714285714,0.228395061728395,0,0.87202380952381,0,0,0.238853503184713,0.228915662650602,0.037037037037037,0.198757763975155,0.787974683544304,0,0,0,0.923547400611621,0,0,0,0.0130293159609121,0,0.788343558282209,0.179245283018868,0.529968454258675,0,0.00925925925925926,0,0.069620253164557,0,0.00636942675159236,0.263975155279503,0,0.929663608562691,0.0935483870967742,0,0.157728706624606,0,0.00641025641025641,0,0.022508038585209,0.0802469135802469,0,0.478964401294498,0,0.0771604938271605,0.140522875816993,0,0.0521472392638037,0.978915662650602,0.0544871794871795,0,0.0186915887850467,0.934426229508197,0.0467289719626168,0,0.0545454545454545,0.26625386996904,0.785488958990536,0,0.764150943396226,0.0401234567901235,0,0,0.0125,0.0029673590504451,0.0119760479041916,0,0.72258064516129,0.226708074534162,0.97196261682243,0.644859813084112,0.009375,0.730769230769231,0,0.16403785488959,0.00925925925925926,0.476340694006309,0,0,0,0,0.0031055900621118,0,0,0,0.16,0.357366771159875,0,0.0681114551083591,0.509146341463415,0.00317460317460317,0.0380952380952381,0,0,0,0.582317073170732,0.0120481927710843,0.261146496815287,0.0150602409638554,0.780864197530864,0,0.0673076923076923,0.0418006430868167,0,0,0,0,0.0403726708074534,0,0,0,0.0532915360501567,0,0.107843137254902,0,0,0,0,0.806451612903226,0,0.0965732087227414,0.221153846153846,0,0,0,0,0.0483383685800604,0.79179810725552,0,0,0.0122699386503067,0.790769230769231,0.0121580547112462,0,0.801857585139319
"2",0.0673076923076923,1,0.21160409556314,0.254716981132075,0.0132013201320132,0.274509803921569,0.0285714285714286,0.0065359477124183,0.0522875816993464,0.146031746031746,0,0.248366013071895,0,0.257425742574257,0.0917721518987342,0.175718849840256,0.0827814569536424,0.719135802469136,0,0.235483870967742,0,0,0.0198019801980198,0.206686930091185,0.891089108910891,0.277955271565495,0.00974025974025974,0,0.112540192926045,0.798611111111111,0.0754716981132075,0.491408934707904,0.80625,0.149350649350649,0,0.0374149659863946,0,0,0,0.213836477987421,0.152380952380952,0.491694352159468,0,0.33974358974359,0.0638977635782748,0.112540192926045,0.139072847682119,0.0131147540983607,0,0.0159235668789809,0,0,0.0414012738853503,0,0,0.0586319218241042,0,0.250825082508251,0,0,0.0171232876712329,0.00964630225080386,0.281553398058252,0.0292207792207792,0,0,0.20820189274448,0.257142857142857,0.258278145695364,0,0,0,0,0,0,0,0,0,0.165605095541401,0.109634551495017,0,0.00323624595469256,0,0,0,0,0,0,0.568561872909699,0,0.205211726384365,0.0574324324324324,0,0,0.0977198697068404,0,0.0154320987654321,0,0,0,0,0,0,0.259868421052632,0,0.323717948717949,0.113564668769716,0.00657894736842105,0,0,0,0,0,0.0164473684210526,0,0.110032362459547,0.435897435897436,0,0,0,0,0,0,0,0.33125,0,0,0.00325732899022801,0,0,0.199346405228758,0.254966887417219,0.743243243243243,0.09375,0.442307692307692,0,0.640939597315436,0.051948051948052,0.0033003300330033,0,0,0.0825396825396825,0,0,0,0.26537216828479,0,0,0.0408163265306122,0,0.488215488215488,0.568627450980392,0.490683229813665,0.795454545454545,0.0129449838187702,0.0033003300330033,0,0.911764705882353,0.0426229508196721,0,0.644230769230769,0.0334448160535117,0,0.00636942675159236,0.268456375838926,0,0,0,0.252459016393443,0,0.00668896321070234,0.101010101010101,0.00632911392405063,0.259136212624585,0.480645161290323,0,0,0.262135922330097,0,0.180645161290323,0.200647249190939
"3",0.121019108280255,0.21160409556314,1,0.320512820512821,0.0726072607260726,0.325581395348837,0,0,0,0.207792207792208,0.738853503184713,0,0,0.326530612244898,0.172638436482085,0,0.852739726027397,0.0642201834862385,0.0433333333333333,1,0,0.472312703583062,0,0.30503144654088,0.259615384615385,0.344155844155844,0,0.0253968253968254,0.189542483660131,0.271186440677966,0.848387096774194,0.0676156583629893,0.0605095541401274,0,0.701298701298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473186119873817,0.0369127516778524,0,0,0,0.808441558441558,0,0.3125,0,0.641447368421053,0,0.0801282051282051,0,0,0,0,0,0.326732673267327,0.960526315789474,0.0730897009966777,0.608414239482201,0,0.674121405750799,0,0,0,0.00317460317460317,0,0.199346405228758,0,0,0,0,0,0.0222222222222222,0.00664451827242525,0,0.0238907849829352,0.0711864406779661,0,0.0390879478827362,0,0,0,0.162866449511401,0,0,0,0.0549828178694158,0,0,0,0.00325732899022801,0.312292358803987,0.638977635782748,0.353896103896104,0,0,0,0,0.164556962025316,0,0,0.0687285223367698,0,0.159468438538206,0.288461538461538,0,0.0533333333333333,0,0,0,0.0657894736842105,0,0,0.675324675324675,0.0226537216828479,0,0.700657894736842,0,0,0.96039603960396,0.282758620689655,0,0,0.0649350649350649,0,0,0,0.690322580645161,0.556291390728477,0.386363636363636,0.647798742138365,0,0,0.341935483870968,0,0,0,0.0366666666666667,0,0,0,0.0536912751677852,0,0,0.432432432432432,0.148514851485149,0,0,0,0,0.58252427184466,0,0.312080536912752,0.599337748344371,0,0,0,0.722044728434505,0,0,0,0.32,0,0,0,0.324675324675325,0.699059561128527,0,0.25974025974026
"4",0.791044776119403,0.254716981132075,0.320512820512821,1,0.72972972972973,0.985029940119761,0,0,0,1,0.00297619047619048,0,0,0.9625,0.75,0,0.149068322981366,0.101156069364162,0.0552147239263804,0.373493975903614,0,0,0,0.895953757225434,0.401840490797546,0.972560975609756,0,0,0.825825825825826,0.553054662379421,0.141176470588235,0.113636363636364,0.0917159763313609,0,0,0.0911949685534591,0,0.0122699386503067,0,0,0.00900900900900901,0,0.0718562874251497,0,0,0,0,0.00606060606060606,0.0389221556886228,0,0.641618497109827,0,0,0.0462962962962963,0.0149700598802395,0.0933734939759036,0.0213414634146341,0.975077881619938,0,0,0,0.696428571428571,0,0,0,0,0,0.985207100591716,0.38109756097561,0.520958083832335,0,0,0,0.0121212121212121,0,0,0.0760233918128655,0,0.898507462686567,0,0,0.015527950310559,0,0,0,0.00917431192660551,0.0451807228915663,0,0.32,0,0.0825958702064897,0.0158227848101266,0,0,0.789156626506024,0.009375,0,0,0.712933753943218,0.00928792569659443,0,0.0119402985074627,0.0652173913043478,0.978056426332288,0,0.996941896024465,0.00589970501474926,0,0,0,0.00291545189504373,0,0,0.556923076923077,0.017910447761194,0.822085889570552,0.840361445783133,0,0.693251533742331,0,0.0213414634146341,0,0.476047904191617,0,0,0,0,0,0,0,0,0.371951219512195,0.567741935483871,0,0.0150602409638554,0.487878787878788,0.0123839009287926,0.00306748466257669,0,0,0,0.626506024096386,0.0152905198776758,0.0617283950617284,0,0.981927710843373,0,0.00309597523219814,0.00625,0,0,0,0,0.0769230769230769,0,0,0,0.223564954682779,0,0.00632911392405063,0,0,0,0,0.996865203761755,0,0.00914634146341463,0.0243161094224924,0,0,0,0,0.0029585798816568,0.978461538461538,0,0,0,0.97239263803681,0.015015015015015,0,0.945288753799392
"5",0.919504643962848,0.0132013201320132,0.0726072607260726,0.72972972972973,1,0.70440251572327,0,0,0,0.86833855799373,0,0,0,0.70096463022508,0.679245283018868,0,0.0509554140127389,0.0414201183431953,0.0666666666666667,0.108695652173913,0,0,0,0.690690690690691,0.13166144200627,0.716981132075472,0,0,0.724137931034483,0.254180602006689,0.034375,0.116197183098592,0.00611620795107034,0.0216049382716049,0,0.334426229508197,0.089171974522293,0.0673076923076923,0,0.0121951219512195,0.123028391167192,0,0.361370716510903,0.00317460317460317,0.00611620795107034,0,0.0347003154574132,0.203225806451613,0.307453416149068,0,0.844512195121951,0,0.0672782874617737,0.313915857605178,0.196923076923077,0.00928792569659443,0.183800623052959,0.735294117647059,0,0,0.0264900662251656,0.89375,0.00324675324675325,0,0,0,0,0.723076923076923,0.111464968152866,0.528481012658228,0,0,0,0.0543130990415335,0,0.0981012658227848,0.336448598130841,0,0.852760736196319,0.166123778501629,0,0.247648902821317,0,0,0,0.00636942675159236,0.0858895705521472,0,0.403785488958991,0,0.15112540192926,0.228013029315961,0,0.135220125786164,0.907407407407407,0.0429042904290429,0,0.110769230769231,0.907894736842105,0.0348101265822785,0,0.0425531914893617,0.338658146964856,0.724358974358974,0,0.680645161290323,0.119496855345912,0,0.0454545454545455,0,0,0,0,0.683870967741935,0.273846153846154,0.897832817337461,0.603125,0,0.723333333333333,0,0.236593059936909,0,0.487179487179487,0,0,0,0,0.0833333333333333,0,0,0.00318471337579618,0.10062893081761,0.256578947368421,0,0.142857142857143,0.507936507936508,0.0128617363344051,0.105590062111801,0.0915032679738562,0,0,0.553459119496855,0.00626959247648903,0.332247557003257,0.0936555891238671,0.717391304347826,0.0674846625766871,0.167213114754098,0.135313531353135,0,0,0.012779552715655,0,0.032258064516129,0,0,0,0.0189873417721519,0.0912052117263844,0.0838709677419355,0.00320512820512821,0,0,0,0.733766233766234,0,0.177777777777778,0.285714285714286,0,0,0,0,0.143302180685358,0.729903536977492,0,0,0,0.720634920634921,0.0126582278481013,0,0.753943217665615
"6",0.769716088328076,0.274509803921569,0.325581395348837,0.985029940119761,0.70440251572327,1,0,0,0,0.99685534591195,0.0122699386503067,0,0,0.974763406940063,0.753125,0,0.179487179487179,0.103857566765579,0.093167701863354,0.386075949367089,0,0.00628930817610063,0,0.897280966767372,0.415584415584416,0.993690851735016,0,0.00311526479750779,0.83596214511041,0.563333333333333,0.174454828660436,0.107266435986159,0.0795107033639144,0,0.0155763239875389,0.0746753246753247,0,0,0,0,0.00628930817610063,0,0.0611620795107034,0,0,0,0,0,0.0220820189274448,0,0.628834355828221,0.00628930817610063,0,0.0392156862745098,0.00311526479750779,0.110410094637224,0.00630914826498423,0.993527508090615,0,0.003125,0,0.666666666666667,0,0,0,0,0,0.996894409937888,0.405660377358491,0.526645768025078,0.00934579439252336,0,0.00628930817610063,0,0,0,0.0691823899371069,0,0.888198757763975,0,0,0,0,0,0.00306748466257669,0.00636942675159236,0.0282131661442006,0.00328947368421053,0.303921568627451,0,0.0769230769230769,0.0066006600660066,0,0,0.773162939297125,0,0,0,0.669934640522876,0,0,0,0.0454545454545455,0.987301587301587,0.0062111801242236,1,0.00304878048780488,0,0,0,0.00600600600600601,0,0,0.566343042071197,0,0.80379746835443,0.856697819314642,0,0.676470588235294,0,0,0,0.458333333333333,0,0,0.009375,0,0,0.00943396226415094,0,0,0.393081761006289,0.57843137254902,0,0.00923076923076923,0.453416149068323,0.00977198697068404,0.00315457413249211,0,0.0124610591900312,0.00323624595469256,0.665634674922601,0.0250783699059561,0.0544871794871795,0,0.996884735202492,0,0,0.0032258064516129,0.00651465798045603,0,0,0,0.0632911392405063,0,0,0.0066006600660066,0.219354838709677,0,0.0033112582781457,0,0,0.00615384615384615,0,0.986928104575163,0.00315457413249211,0,0.00636942675159236,0,0.0184615384615385,0,0,0,0.990445859872611,0,0,0,0.993788819875776,0.0247678018575851,0,0.942307692307692
"7",0,0.0285714285714286,0,0,0,0,1,0.0477707006369427,0.842592592592593,0,0,0.415151515151515,0,0,0,0.62962962962963,0,0.112759643916914,0,0,0,0,0.375394321766562,0,0.00308641975308642,0,0.00630914826498423,0,0,0,0,0.219178082191781,0.0640243902439024,0.517350157728707,0,0,0.157051282051282,0,0,0.428571428571429,0.286163522012579,0.190322580645161,0,0.424148606811146,0.6875,0.746951219512195,0.537267080745342,0.0725552050473186,0.00934579439252336,0.055045871559633,0,0,0.175226586102719,0,0,0,0,0,0,0,0.568627450980392,0,0.459807073954984,0.941358024691358,0,0,0.483282674772036,0,0,0,0,0,0,0,0,0.246875,0,0,0,0.198717948717949,0,0.0277777777777778,0,0,0,0,0,0,0.00315457413249211,0,0.0700636942675159,0.022508038585209,0,0.140243902439024,0,0,0.00898203592814371,0.206153846153846,0,0,0,0,0,0,0,0,0.327272727272727,0.843949044585987,0.460567823343849,0,0,0,0,0,0.0153374233128834,0,0,0,0,0,0.0159744408945687,0,0,0,0.218562874251497,0,0,0.194528875379939,0,0,0.593167701863354,0,0,0.656626506024096,0.0457317073170732,0,0.185534591194969,0.331269349845201,0.232258064516129,0,0,0,0,0,0.160714285714286,0,0.256965944272446,0.100323624595469,0.16025641025641,0,0.246753246753247,0.120743034055728,0.238235294117647,0.0315457413249211,0.00317460317460317,0,0,0.0638977635782748,0.26031746031746,0,0.109717868338558,0.0700636942675159,0,0.379204892966361,0,0,0.0883280757097792,0,0.0791139240506329,0,0,0.429936305732484,0.0946745562130177,0,0.149847094801223,0,0,0,0,0.65625,0
"8",0,0.0065359477124183,0,0,0,0,0.0477707006369427,1,0.107936507936508,0,0,0.10223642172524,0,0,0,0.0862619808306709,0,0,0,0,0,0,0.704545454545455,0,0,0,0.967637540453074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026578073089701,0,0.0162866449511401,0.028391167192429,0.0638977635782748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0418006430868167,0,0,0.0628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975308641975309,0,0,0,0,0,0,0,0,0,0,0.196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129230769230769,0,0,0,0,0,0.0456026058631922,0,0,0.169329073482428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0.0121951219512195,0,0.97029702970297,0.977198697068404,0,0,0,0,0.0129032258064516,0.857615894039735,0,0.714285714285714,0,0,0,0,0.337579617834395,0,0.965625,0.416938110749186,0,0,0.0326797385620915,0,0,0,0,0.0622950819672131,0
"9",0,0.0522875816993464,0,0,0,0,0.842592592592593,0.107936507936508,1,0,0,0.605590062111801,0,0,0,0.78328173374613,0,0.166666666666667,0,0,0,0,0.4858934169279,0,0.0257234726688103,0,0.0745341614906832,0,0,0,0,0.159722222222222,0.130841121495327,0.5141065830721,0,0,0.00315457413249211,0,0,0.317365269461078,0.141955835962145,0.259615384615385,0,0.455414012738854,0.717325227963526,0.866043613707165,0.377708978328173,0,0,0.131901840490798,0,0,0.0877742946708464,0,0,0,0,0,0,0,0.363636363636364,0,0.506493506493506,0.780185758513932,0,0,0.595092024539877,0,0,0,0,0,0,0,0,0.0870967741935484,0,0,0,0.124590163934426,0,0,0,0,0,0,0,0,0,0,0.0628930817610063,0.0066006600660066,0,0.003125,0,0,0.0384615384615385,0.0492307692307692,0,0,0,0,0,0,0,0,0.163636363636364,0.822981366459627,0.304075235109718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352409638554217,0,0,0.0277777777777778,0,0,0.677018633540373,0,0,0.73030303030303,0.0914634146341463,0,0.24375,0.156050955414013,0.0774193548387097,0,0,0,0,0,0.00302114803625378,0,0.0786163522012579,0,0.0493421052631579,0,0.282894736842105,0.189274447949527,0.299703264094956,0.103448275862069,0.0803858520900322,0.054140127388535,0,0.0721003134796238,0.0909090909090909,0,0.19496855345912,0.117834394904459,0,0.49390243902439,0,0,0,0,0.218354430379747,0,0.0595611285266458,0.619808306709265,0,0,0.277258566978193,0,0,0,0,0.704761904761905,0
"10",0.937106918238994,0.146031746031746,0.207792207792208,1,0.86833855799373,0.99685534591195,0,0,0,1,0,0,0,0.996784565916399,0.851735015772871,0,0.109271523178808,0.0479041916167665,0.0791139240506329,0.248387096774194,0,0,0,0.955089820359281,0.275316455696203,0.996825396825397,0,0,0.940438871473354,0.451505016722408,0.101587301587302,0.0454545454545455,0.043343653250774,0,0,0.0822368421052632,0,0,0,0,0,0,0.0576923076923077,0,0,0,0,0,0.0159235668789809,0,0.806060606060606,0,0,0.0388349514563107,0.00626959247648903,0.0537974683544304,0.00949367088607595,0.996742671009772,0,0,0,0.844936708860759,0,0,0,0,0,1,0.255663430420712,0.650793650793651,0,0,0,0,0,0,0.0642201834862385,0,0.972222222222222,0,0,0.00315457413249211,0,0,0,0,0.0383386581469649,0,0.335504885993485,0,0.0251572327044025,0,0,0,0.90282131661442,0,0,0,0.861842105263158,0,0,0,0.0457516339869281,0.996763754045307,0,1,0,0,0,0,0,0,0,0.668831168831169,0,0.920886075949367,0.830246913580247,0,0.861736334405145,0,0.00317460317460317,0,0.600638977635783,0,0,0,0,0,0,0,0,0.248427672955975,0.460264900662252,0,0,0.591639871382637,0,0,0,0,0,0.729559748427673,0.00315457413249211,0.0557377049180328,0,0.996904024767802,0,0,0,0,0,0,0,0.032051282051282,0,0,0,0.119354838709677,0,0.0033003300330033,0,0,0,0,0.996732026143791,0,0,0.00655737704918033,0,0,0,0,0,1,0,0,0,0.996794871794872,0.0123839009287926,0,0.978125
"11",0,0,0.738853503184713,0.00297619047619048,0,0.0122699386503067,0,0,0,0,1,0,0.0161812297734628,0.00955414012738853,0.128125,0,0.861635220125786,0,0.264984227129338,0.674922600619195,0.0120481927710843,0.745398773006135,0,0.0852941176470588,0,0.0245398773006135,0,0.161094224924012,0.071875,0,0.873456790123457,0,0,0,1,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0.925233644859813,0,0.0159235668789809,0.0219435736677116,0.925233644859813,0,0,0,0,0.0121580547112462,0.0065359477124183,0,0.0120481927710843,0.656050955414013,0.221884498480243,0.875757575757576,0.018348623853211,0.970059880239521,0.00949367088607595,0.015527950310559,0,0,0.0217391304347826,0,0,0.180722891566265,0,0.0518292682926829,0.0125391849529781,0.256716417910448,0.0125391849529781,0,0.0888888888888889,0,0.187134502923977,0,0,0.0122324159021407,0,0,0.00647249190938511,0,0,0,0,0.0377358490566038,0.00920245398773006,0,0.0154798761609907,0.880733944954128,0,0,0,0,0.0123839009287926,0.385074626865672,0.0120845921450151,0.0248447204968944,0.0482315112540193,0,0,0,0.0215384615384615,0.00961538461538462,0.0476190476190476,0,0.00934579439252336,0.110769230769231,0.0155763239875389,0,0.975232198142415,0.252307692307692,0,0.996894409937888,0.025,0,0.679127725856698,0,0,0,0.0458715596330275,0,0,0,0.996932515337423,0.840625,0.267692307692308,0.850609756097561,0,0,0.0151057401812689,0,0,0,0.123839009287926,0,0,0,0,0,0,0.713355048859935,0,0,0.0158227848101266,0,0,0.865269461077844,0,0.00314465408805031,0.928792569659443,0,0,0,0.996923076923077,0,0,0,0.0189274447949527,0,0.0184615384615385,0.00914634146341463,0.0184049079754601,0.981707317073171,0,0.0461538461538462
"12",0,0.248366013071895,0,0,0,0,0.415151515151515,0.10223642172524,0.605590062111801,0,0,1,0,0,0,0.765625,0,0.416666666666667,0,0,0,0,0.351612903225806,0,0.162939297124601,0,0.158878504672897,0,0,0.00666666666666667,0,0.197952218430034,0.406153846153846,0.413793103448276,0,0,0,0,0,0.55421686746988,0.153605015673981,0.70957095709571,0,0.73015873015873,0.376543209876543,0.60625,0.210365853658537,0,0,0.130030959752322,0,0,0.0276923076923077,0,0,0,0,0,0,0,0.111842105263158,0,0.770226537216828,0.337579617834395,0,0,0.808049535603715,0,0,0,0,0,0,0,0,0.0453074433656958,0,0,0,0.144262295081967,0,0,0,0,0,0,0,0,0.00952380952380952,0,0.0877742946708464,0.0065359477124183,0,0,0,0,0.0853658536585366,0,0,0,0,0,0,0,0,0,0.18266253869969,0.402555910543131,0.0477707006369427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725903614457831,0,0,0.00619195046439629,0,0,0.748427672955975,0,0.00983606557377049,0.61631419939577,0.13166144200627,0,0.558064516129032,0.178343949044586,0,0,0,0,0,0,0,0,0.00958466453674121,0,0.0686274509803922,0,0.615635179153095,0.47588424437299,0.691842900302115,0.342948717948718,0.177570093457944,0.13015873015873,0,0.269736842105263,0.0352564102564103,0,0.561290322580645,0.22508038585209,0,0.308641975308642,0,0,0,0,0.663461538461538,0,0.154798761609907,0.633440514469453,0,0,0.720125786163522,0,0,0,0,0.779179810725552,0
"13",0,0,0,0,0,0,0,0,0,0,0.0161812297734628,0,1,0.0137931034482759,0.0754098360655738,0,0,0,0.618243243243243,0,0.99025974025974,0.20983606557377,0,0,0,0,0,0.758842443729904,0.0657894736842105,0,0,0,0,0,0.0262295081967213,0,0,0.856164383561644,1,0,0,0,0,0,0,0,0,0,0,0,0.0766773162939297,0.866220735785953,0,0.00673400673400673,0.56957928802589,0,0.662337662337662,0.00333333333333333,0.960264900662252,0.0735785953177258,0,0.03,0,0,0.99344262295082,0.965277777777778,0,0,0,0.17056856187291,0.111475409836066,0.983552631578947,0.0260586319218241,0.916666666666667,0.990066225165563,0,0,1,0,0,0.792207792207792,0,0.963333333333333,0.98961937716263,0.666666666666667,0.939799331103679,0.919191919191919,0.884353741496599,0,0.745283018867924,0,0,0.986970684039088,0,0,0.924914675767918,0,0,0.0522648083623693,0.912621359223301,0.966216216216216,0.934426229508197,0,0.0033112582781457,0.101973684210526,0,0,0,0,0.973509933774834,0.512820512820513,0.987012987012987,0.966996699669967,0.0555555555555556,0.00983606557377049,0,0,0.976897689768977,0.286689419795222,0.925423728813559,0,0.96078431372549,0.342372881355932,0.973154362416107,0,0.0194805194805195,0.673267326732673,0,0.0234113712374582,0.990131578947368,0,0,0,0,0,0.470588235294118,0,0,0,0.0163398692810458,0.172413793103448,0,0.10223642172524,0,0,0,0,0,0,0.806896551724138,0,0,0,0,0,0,0.274305555555556,0,0,0.800687285223368,0,0,0.0941558441558442,0,0,0.063973063973064,0,0.0440677966101695,0,0.0132450331125828,0,0,0,0,0,0.986885245901639,0.952229299363057,0.00328947368421053,0.00668896321070234,0,0.0033003300330033
"14",0.79179810725552,0.257425742574257,0.326530612244898,0.9625,0.70096463022508,0.974763406940063,0,0,0,0.996784565916399,0.00955414012738853,0,0.0137931034482759,1,0.758064516129032,0,0.18,0.0898203592814371,0.0855263157894737,0.382165605095541,0.0125391849529781,0.0257234726688103,0,0.892638036809816,0.370491803278689,0.971428571428571,0,0.0253968253968254,0.856230031948882,0.542372881355932,0.162939297124601,0.104693140794224,0.0721003134796238,0,0.00955414012738853,0.0655737704918033,0,0.00326797385620915,0.00958466453674121,0,0,0,0.0566037735849057,0,0,0,0,0.00326797385620915,0.0193548387096774,0,0.62962962962963,0.0352564102564103,0,0.0353697749196141,0.00952380952380952,0.106583072100313,0.00958466453674121,0.97979797979798,0.0162866449511401,0.0163398692810458,0,0.680645161290323,0,0,0.0154798761609907,0.0135593220338983,0,0.990476190476191,0.399339933993399,0.54983922829582,0.0290322580645161,0.0189873417721519,0.021875,0.00983606557377049,0.0163398692810458,0,0.0617283950617284,0.00970873786407767,0.877300613496933,0,0.00645161290322581,0.00326797385620915,0.0129032258064516,0.0131147540983607,0.0275229357798165,0.0324675324675325,0.0354838709677419,0.0258899676375405,0.29042904290429,0.0208333333333333,0.0718954248366013,0.0068259385665529,0.016025641025641,0,0.777070063694268,0,0,0,0.674267100977199,0.00319488817891374,0.0230263157894737,0.00632911392405063,0.0418006430868167,0.980456026058632,0.0293159609120521,0.987460815047022,0.00318471337579618,0,0,0.0129449838187702,0.0335365853658537,0.0123076923076923,0.0160771704180064,0.554838709677419,0.003125,0.810289389067524,0.826366559485531,0.0158730158730159,0.688741721854305,0.0228758169934641,0.00327868852459016,0.0127388535031847,0.5,0.0128617363344051,0,0.00955414012738853,0.025974025974026,0,0.00967741935483871,0.0194174757281553,0,0.388349514563107,0.539473684210526,0,0,0.477848101265823,0,0.00320512820512821,0,0.0126182965299685,0.0257234726688103,0.655063291139241,0.0411392405063291,0.0526315789473684,0,0.984126984126984,0,0,0,0.0360655737704918,0,0,0,0.0666666666666667,0,0,0.0272108843537415,0.20327868852459,0,0.0231023102310231,0,0,0.0222929936305732,0,0.964630225080386,0.0258064516129032,0.00321543408360129,0.00977198697068404,0,0.00946372239747634,0,0,0,0.98705501618123,0,0.0218068535825545,0.0161812297734628,0.983818770226537,0.0222929936305732,0,0.947194719471947
