,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLPI,0.269439740788223,3.40113983622126,6.33308744416374,1.51039691566902e-09,1.09167500599507e-08,11.0248345292984
CLGN,-0.3556761551085,2.80339212148055,-6.30438868352766,1.76397768582939e-09,1.26431318053317e-08,10.8733422150017
GPRC5A,0.278390788343486,2.87751536599471,6.2922239593954,1.88367131351537e-09,1.34302142208813e-08,10.8092675970455
SLC34A2,0.285882646356714,3.26526981343953,6.26544100089279,2.17599283145564e-09,1.53999874444841e-08,10.6684888055136
CEL,-0.328487941851347,2.60365285515921,-6.22437601879638,2.71263188964417e-09,1.88142704148662e-08,10.4534279051353
GNG4,-0.325414918490027,2.6087918408661,-6.22218321695969,2.74467953652263e-09,1.90042263494455e-08,10.4419709593114
CLIC3,0.277515259801272,2.80081938411934,6.09951038266057,5.27250424969823e-09,3.48926417141287e-08,9.80542542960598
SLC10A4,-0.288597189256071,2.2011343633991,-6.09907505846539,5.28465481367281e-09,3.49588702252411e-08,9.80318203810091
CPA3,0.284817913061189,3.03342787860743,6.08201763151452,5.78297652210381e-09,3.80029195160572e-08,9.71536558531159
NDNF,0.27544823859873,2.98846641996718,5.93069889080263,1.27703238125681e-08,7.89997316474869e-08,8.94383375351397
C19orf33,0.301221263082589,3.0627009432474,5.75153138319467,3.20760313372081e-08,1.85486103936149e-07,8.04809044653453
PIGR,0.276695664329581,3.00005887265554,5.73543339693786,3.48111559059312e-08,2.00096682978667e-07,7.96857157626577
CNTN3,0.288422378026827,2.66170158006109,5.69933821484506,4.17983726543822e-08,2.36181798791457e-07,7.7908573587866
SYT1,-0.316892940087841,2.58475951079732,-5.68932107231902,4.39689572890534e-08,2.47931420759187e-07,7.74168184127522
CXCL17,0.27320198942171,3.26915679376949,5.67340697786713,4.76455993798385e-08,2.67461342974297e-07,7.66368626379533
ST6GALNAC1,0.318010448442695,2.85046358292448,5.64761720186753,5.42503774948566e-08,3.01118206217624e-07,7.53762644542513
PCDH8,-0.3112559155624,2.17687097518379,-5.5866206943939,7.36305191233564e-08,4.00645316364014e-07,7.24114415971414
UGT8,-0.263584215225363,2.77530012555558,-5.56137581446211,8.34976596907991e-08,4.50131302886981e-07,7.11912763948783
TSPAN8,0.304778452989742,3.1034177119051,5.51845103506429,1.03312664011012e-07,5.46301292710418e-07,6.9125921725568
SPINK1,0.412588735849775,2.76198754091633,5.50682575684807,1.09424711788435e-07,5.76937725728748e-07,6.8568595605275
SCGB3A1,0.285087338651246,3.22073472348706,5.45162295799578,1.43600008617102e-07,7.41312322965438e-07,6.59340141491841
ASCL1,-0.395554679830429,2.70805536322968,-5.37829133820783,2.05442585532196e-07,1.0350169542269e-06,6.24648281279438
HPGD,0.281711758593818,2.91236231145584,5.18536608765771,5.18640519924713e-07,2.4214604469181e-06,5.35074649880724
CYP24A1,0.289969916938768,2.49367277608197,5.11752140597011,7.1423473454751e-07,3.26367261195337e-06,5.04168981566847
INSM1,-0.479170813521683,2.60971107021546,-5.10662889093996,7.51679754948139e-07,3.42326963776354e-06,4.99236244792843
GRP,-0.322855933665838,2.69731467361954,-5.05042405113518,9.77256101689582e-07,4.36527349037846e-06,4.73912782416074
SLC6A14,0.33684026305462,2.79877715251501,4.82908028233244,2.69189307537441e-06,1.1119992843399e-05,3.76319509480565
BPIFA1,0.336692786857144,2.90500301121388,4.74564788259787,3.91043870400469e-06,1.56927396256897e-05,3.40431950273764
FGG,0.35849737704765,2.86477683582453,4.5758848073512,8.23773623689776e-06,3.12051541589506e-05,2.68963263125571
TM4SF4,0.270015373803837,2.68024022230746,4.4993892987942,1.14492695341627e-05,4.23327139417037e-05,2.37450180407459
CEACAM6,0.273544508332015,3.30618867818361,4.229028310023,3.5454454684002e-05,0.000119893971654255,1.29589641260443
LGSN,0.292958936845477,2.54120428095233,4.0557980103163,7.11484118960568e-05,0.000226422950304404,0.634252434311572
SH3GL2,-0.301501474135625,2.3372798407984,-3.94859973271745,0.000108281172168747,0.000331716574946247,0.236597791253057
SCGB3A2,0.272122108677739,3.21322899278316,3.57622959054472,0.000435485419677527,0.00118164897724543,-1.07294495069147
MAGEA6,-0.266950472392272,2.60223646377026,-3.05723731826068,0.00253365702674547,0.00585515612371425,-2.70545902427514
