,logFC,AveExpr,t,P.Value,adj.P.Val,B
ZFP69B,-0.288752276512229,2.36705555348448,-10.3589410177929,1.81372464791628e-20,6.26849368251236e-19,35.777599700393
WASF1,-0.269707438408961,2.9971094179793,-10.2373991965229,4.16136925254621e-20,1.38539625748543e-18,34.9565432937865
TRIP13,-0.292732741289284,3.12877065150792,-10.1098048485832,9.91906539029484e-20,3.12978169655473e-18,34.0979045530907
SERPINA1,0.299272854721727,3.0612173943931,10.1001082854991,1.05944590213617e-19,3.3236040387591e-18,34.0327946559068
DPP4,0.436296327386505,2.82525712233381,10.0853071346546,1.17146791219327e-19,3.6609494351741e-18,33.9334482837406
LHX2,-0.374743100791035,2.47480330189273,-10.054100224077,1.44777042927344e-19,4.49001502143301e-18,33.724142695709
ZIC2,-0.621978781595068,2.6082331609116,-9.99733589772932,2.12694252573544e-19,6.50972109236815e-18,33.3439766254946
RNF182,-0.473084584934198,2.60392807803359,-9.96853406572989,2.58465362123313e-19,7.7936145144503e-18,33.1513598321367
SOX11,-0.49771873055631,2.48427872206662,-9.92573648926807,3.45171198904804e-19,1.02191974006063e-17,32.8654934618567
SGMS2,0.263224595376573,2.87878901625444,9.9082248210017,3.88498088976591e-19,1.14603423607145e-17,32.7486458132924
NOSTRIN,0.292133991658271,2.64062648785786,9.84523899331962,5.94088262518278e-19,1.71528527901959e-17,32.3289604106199
FAM83D,-0.348930535662601,3.09525407641433,-9.81484584866817,7.28987821194783e-19,2.08997861637091e-17,32.1267806190324
E2F8,-0.361380238146094,2.71313711806773,-9.7430065539116,1.18142620778393e-18,3.28028393870296e-17,31.649777028051
C1orf116,0.371376191905169,2.98314027587749,9.65647752901683,2.10990642972987e-18,5.68907497325346e-17,31.0769149304147
SLC44A4,0.37452095503016,2.80703477180991,9.46135130425791,7.74943490565749e-18,1.93002338345024e-16,29.7920772249832
MLLT11,-0.310968834188938,3.25831472809933,-9.43818389654666,9.03804545719243e-18,2.23390356883606e-16,29.6401913122996
ANLN,-0.356437065729095,2.95414705231109,-9.35371674199276,1.58169698173092e-17,3.79444453867301e-16,29.0876524098987
GPR137C,-0.311945129614501,2.28985205231913,-9.18696650837951,4.74776890759388e-17,1.07271958711328e-15,28.0026806633966
CDKN2A,-0.267179910234228,2.86042699164906,-9.14043400909285,6.44324297688321e-17,1.4281062864388e-15,27.7013327581952
EYA2,-0.36336902188069,2.86227997669865,-9.11404404660517,7.65942284647278e-17,1.67532426228297e-15,27.5307109135801
HOXD11,-0.290292035682185,2.38023554312839,-9.11370104509904,7.67664530260693e-17,1.67642723991201e-15,27.5284946199168
FOXD1,-0.335895476143204,2.74151029880433,-9.10746717347325,7.9964427366948e-17,1.7437586373633e-15,27.4882207083656
MAOA,0.275373662697734,3.14571124687452,9.08843914090653,9.05672354207916e-17,1.95944736262516e-15,27.3653613483163
SCNN1B,0.331911566366728,2.83800924278158,9.04091604131042,1.23544965482412e-16,2.6207919660788e-15,27.0589879503188
PSAT1,-0.28376264812897,3.11009167646986,-9.03269686895441,1.30352472042735e-16,2.75802837410265e-15,27.0060691377726
SCN7A,0.318653063607512,2.47775954833594,9.02529087541008,1.3680484800725e-16,2.87589882157508e-15,26.9584034253067
HPN,0.292472606771705,2.91308701868224,9.01419380593407,1.47071313264093e-16,3.0758645298425e-15,26.8870126749005
TMEM163,0.333107358230791,3.01579666104218,8.92632563253644,2.60500411852267e-16,5.23342760904683e-15,26.3230604968934
EPDR1,0.26829836808273,3.21889723051066,8.9257534624732,2.61469993855771e-16,5.24644527646886e-15,26.319396027058
CEP55,-0.349658483000502,2.97839577118901,-8.90646332283017,2.96341416955819e-16,5.88820649792969e-15,26.1959118261697
HEPACAM2,-0.648442448328907,2.35724564251801,-8.86304118176975,3.92645889147479e-16,7.70786087805395e-15,25.918375576232
GOLT1A,0.322215368002324,2.74645548124704,8.85214057525989,4.21347878301288e-16,8.26135569558763e-15,25.8487968957772
FAM20A,0.267733669474001,2.66726005080419,8.75615106930253,7.82999301678826e-16,1.49218079536059e-14,25.2377364297704
HES6,-0.317941611703973,3.11551628244375,-8.7428233691789,8.53156177024852e-16,1.62020217879004e-14,25.1531291188472
ISL1,-0.560253445882087,2.37866683119333,-8.59332141888493,2.22523902066831e-15,4.00665829405764e-14,24.2080845491904
DLX1,-0.266707854737143,2.48266269577836,-8.5919282118679,2.24513152364489e-15,4.02913427340144e-14,24.1993129818111
RNF128,0.428018480204799,2.95780646108556,8.58235627880475,2.38665328127802e-15,4.26902137911056e-14,24.1390663982122
HOXD10,-0.265277815973674,2.44101083405141,-8.54015304402548,3.12379224544555e-15,5.48529848223393e-14,23.8738092361633
NT5E,0.284790373878292,2.74679501243278,8.53711427344968,3.18484929323441e-15,5.57451142924173e-14,23.8547334781203
SOX2,-0.32191994730247,2.82933506483793,-8.53639068411542,3.19956174460543e-15,5.59426052944785e-14,23.8501916452971
ZBTB16,0.319420172179085,2.63170037325806,8.51607916213347,3.64120954978066e-15,6.30563178190784e-14,23.7227739370234
FOLR1,0.414969610259763,3.14757022776314,8.46350738893408,5.08523188978921e-15,8.65019685277699e-14,23.3936486048611
POU4F1,-0.304013610167653,2.28056926034335,-8.35465484941737,1.01244664714045e-14,1.65990373415096e-13,22.7152821540618
PMAIP1,-0.354349797129096,3.12622625487697,-8.32415551917378,1.22700309017136e-14,1.97983198911626e-13,22.5259741546522
ARSE,0.37376261244905,2.76925939107483,8.27274474376985,1.69523224628866e-14,2.66933625807982e-13,22.2076379426744
ALOX15B,0.274349255442721,2.61880901000561,8.23635930776095,2.12979210965737e-14,3.29945856456227e-13,21.9829273247979
SLC16A4,0.333837412518279,2.82369406623328,8.22022400443827,2.3562484483636e-14,3.63266593156052e-13,21.8834357336717
PLA2G1B,0.373120433536359,2.49127182608827,8.22008918465061,2.35823773770772e-14,3.63266593156052e-13,21.8826048332299
SCGB1D2,-0.293672027007699,2.21519294518947,-8.1616607153122,3.39745703985557e-14,5.08465290744623e-13,21.5231499583137
PCDH19,-0.297087672710152,2.45766508583935,-8.15848413602417,3.46544696012507e-14,5.17690808246522e-13,21.5036444087416
RCAN2,0.273072454534868,3.08951562953936,8.1546203055494,3.54996541192159e-14,5.29347219055547e-13,21.4799240044848
SALL1,-0.332839399343269,2.12619913703164,-8.1509565974394,3.63199109827288e-14,5.40590061917204e-13,21.4574374055802
CACNA2D2,0.268592997040122,3.03205889582218,8.15029122214624,3.64708815441663e-14,5.42342288632621e-13,21.4533541047445
RNASE4,0.267015577288691,3.0876064410452,8.12734625190202,4.20751686818373e-14,6.20589716733103e-13,21.3126476734514
NR3C2,0.29783579402264,2.85285760085666,8.10910561904887,4.7132151633688e-14,6.91426969065065e-13,21.2009333790681
MTCL1,-0.28713911203015,2.91899173513734,-8.08530662329256,5.46447377213347e-14,7.91669277485021e-13,21.0553691782604
CLSTN2,-0.294389394945122,2.41363317575389,-8.07786238239132,5.72296100181433e-14,8.2545236801589e-13,21.0098820611062
NMU,-0.363466999424701,2.92631664686642,-7.95789388294391,1.20184725248645e-13,1.66291214841489e-12,20.2798123934719
ELOVL4,-0.302507870548876,2.56414160764595,-7.92104190849512,1.50783002670246e-13,2.05662468441449e-12,20.0566918889191
FMO5,0.293739865634562,2.57756631143436,7.75848236452122,4.07482843718128e-13,5.24232462900144e-12,19.079045333597
MSLN,0.446585387520493,2.71721346915576,7.69789920705446,5.88634716051659e-13,7.39214636100902e-12,18.7174890828554
STEAP4,0.385671226195294,2.79732741163908,7.6769683690252,6.68163150647662e-13,8.3204163942865e-12,18.5929347007129
FOXG1,-0.299217359315333,2.45974236721347,-7.6628490025263,7.27720689891505e-13,8.97302162826918e-12,18.5090187680664
SCEL,0.333082913372261,2.37397839838038,7.63165248786544,8.78559003675086e-13,1.07114596613989e-11,18.3239093559725
HOXA10,-0.266866444454733,2.74145483438489,-7.61591723813063,9.65977447780383e-13,1.1638101998258e-11,18.2307000022272
SLC6A15,-0.271363416426819,2.24898879565524,-7.59765084319933,1.07828546366666e-12,1.2877064984476e-11,18.1226308676469
INHBE,-0.326649792838375,2.19542974025903,-7.56552162846562,1.30799218701898e-12,1.54171073315323e-11,17.932895702816
C16orf89,0.405721282457178,2.97288243044909,7.55429500266306,1.39915965949359e-12,1.64086926853478e-11,17.8667040215996
ERP27,0.329860275769132,2.95392509101304,7.55177006419242,1.42051341274259e-12,1.66232677920156e-11,17.8518246700885
SMIM6,0.266401874932965,2.65862957118697,7.50963704208343,1.82826559818393e-12,2.09883861387575e-11,17.6039486553615
CPB2,0.47305911271696,2.49976042392568,7.44472257484275,2.69307594899452e-12,3.0256300245143e-11,17.2235793719272
AGR2,0.301594875675354,3.21520854997735,7.38829450732905,3.76553866953417e-12,4.13651396068086e-11,16.8944661874095
EPHA7,-0.293106439406755,2.28503048617081,-7.37674065998792,4.03237266058753e-12,4.40000636870664e-11,16.8272562593605
HLF,0.277339465262831,2.67090264795602,7.19131372487274,1.20016581467415e-11,1.21303004552536e-10,15.7569982978411
TCERG1L,-0.308040230317602,2.26647937306895,-7.18177080816753,1.26892972382653e-11,1.27384926675582e-10,15.7023516003103
GCNT3,0.270125509756405,2.82613292687292,7.15377150202877,1.4939169631445e-11,1.47698590422886e-10,15.5422648220475
PON3,0.311225727479179,3.22146760866089,7.13278462122679,1.68794779511439e-11,1.65776594712228e-10,15.4225161561065
PPM1E,-0.332659015141053,2.42726388505856,-7.03324544919481,3.00388597577226e-11,2.83025281077688e-10,14.8574386909168
IGFBPL1,-0.286678155303719,2.79971721101459,-7.02153817472954,3.21361105926137e-11,3.01112218321256e-10,14.7912928945276
CDCA7L,-0.274243589471699,3.13230353000324,-7.00574072188179,3.51964439681428e-11,3.27716661217073e-10,14.7021439190235
TUBB2B,-0.458510767026369,2.82353041821557,-6.99517131600177,3.74025896042863e-11,3.46281750405631e-10,14.6425664247281
NKX2-2,-0.336805037846219,2.3086418561002,-6.86698503389535,7.78531287823578e-11,6.87239226096647e-10,13.924412913016
IGF2BP3,-0.294816937943766,2.60396126129364,-6.85208287646064,8.47354976437196e-11,7.43966723930031e-10,13.8414583510064
SFTA2,0.509503762063253,3.00732864532487,6.74286305974663,1.57129625098808e-10,1.33017933276432e-09,13.236923454744
PGC,0.332241719017741,2.91286208631535,6.7401565454983,1.59540718684112e-10,1.34849105901239e-09,13.2220205493684
PDZK1IP1,0.312514543169774,2.94490074924,6.71501362996927,1.83752610090025e-10,1.53799708999414e-09,13.0837571584129
PRAME,-0.347849358521723,2.6812461155142,-6.66080059414463,2.48928397091892e-10,2.04366831492704e-09,12.786754055998
TMED6,0.398367665016915,2.55031360916889,6.5730065175081,4.0570674455144e-10,3.23001177348348e-09,12.3090592876525
PTH2R,-0.2723901819393,2.2889639735473,-6.55422723224844,4.50159934921603e-10,3.55615448831772e-09,12.2074116600953
NAPSA,0.378367526316567,3.25079289776739,6.52647481883067,5.24750460281295e-10,4.08799152749225e-09,12.0575409142509
MMP12,-0.374197216414185,3.21196734601682,-6.46010927304325,7.55926147150855e-10,5.77854884651916e-09,11.7008350290659
SFTPD,0.329472747210844,3.19601944918907,6.4324965243557,8.79312366871429e-10,6.64084381517297e-09,11.5531262414954
PEBP4,0.311964826406664,2.72070239604182,6.3996775189818,1.05186707523069e-09,7.81024469651261e-09,11.3781115135639
ACSM3,0.271650207438614,2.61306569013927,6.35689323461247,1.32750228445658e-09,9.68494846437397e-09,11.150847384547
LCN2,0.316869703738017,3.07080444024255,6.33767560951406,1.47332146767803e-09,1.06724214485932e-08,11.0490968095357
