,logFC,AveExpr,t,P.Value,adj.P.Val,B
ADGRD1,1.44444643767734,2.65177010741739,10.8034673727915,3.5171553542089e-23,6.19553111175009e-22,41.3985294430202
AK1,1.08959382629907,4.27728771721452,10.7895648179155,3.92154340177494e-23,6.8952684185879e-22,41.2904243754682
AQP3,2.14400003791742,8.09928571377057,10.7622223832091,4.85668473754583e-23,8.44829191633753e-22,41.0779899401718
SPHK1,-1.19449268122396,3.1013317728909,-10.7491995196352,5.3770459535286e-23,9.33681176258305e-22,40.9768933418589
CST5,1.16986435250088,1.10186269813411,10.7376370457441,5.88533884074042e-23,1.01381720313108e-21,40.8871789789574
HLF,1.64186532471298,2.72829375756087,10.6933997049841,8.31166340543695e-23,1.41182435893746e-21,40.5443317939299
ITIH5,1.15854198686083,1.93590889678094,10.6813737802757,9.12844687750166e-23,1.54517980999377e-21,40.4512374801691
PYGL,-1.20916836114146,5.17055991596178,-10.6753374261936,9.56804313116584e-23,1.61538390526177e-21,40.4045268446374
ALDH2,1.05421001426566,6.00150920883656,10.6499733248462,1.16572877740938e-22,1.95625741475756e-21,40.2083828239567
ST3GAL5,1.40214270094659,5.03077312109879,10.6196230502502,1.47610666676331e-22,2.45807685754779e-21,39.9739551213518
SFTA3,2.02697512864505,4.89185833307109,10.6126556637837,1.55824219500199e-22,2.58822170379377e-21,39.9201810172326
IGF2BP2,-1.59601956034445,3.66675555962039,-10.5925830030565,1.82116465570516e-22,3.0070034535352e-21,39.7653498229844
PIGR,3.16736888377233,7.34653407574498,10.5908686377447,1.84556760894083e-22,3.04471813657751e-21,39.7521321463871
OAS3,-1.25463610212578,5.32312198994405,-10.5616651170857,2.31494016894166e-22,3.78702460523174e-21,39.5271233951105
RBPMS,1.01784166216131,4.70485325389751,10.5482122724835,2.56940748620405e-22,4.18575154394143e-21,39.4235662653308
NETO2,-1.15534844682189,3.37124048739073,-10.5480659789552,2.57232233546725e-22,4.18700213202099e-21,39.42244045939
KCNQ1,1.4437874768668,4.64418226624203,10.5378764291222,2.78364980377527e-22,4.51215055474794e-21,39.3440440168709
CISH,1.15256962513585,4.6665073201099,10.5234952788986,3.11160358109494e-22,5.01871545337893e-21,39.2334571030137
ATOH8,1.74554837885873,3.30710110173534,10.5001650814833,3.72727246533602e-22,5.9771227856951e-21,39.0542017439048
EMCN,1.09421809397415,2.86240804598461,10.4946065814532,3.89099332085043e-22,6.22431253130298e-21,39.0115204778739
PFKP,-1.34172428118208,6.31745501818038,-10.47846423928,4.40811510607756e-22,7.01127606594718e-21,38.8876295277951
SGCA,1.20645916024,2.30946032479388,10.455951691872,5.24528615500361e-22,8.26196122960988e-21,38.714994797193
RAB3B,-1.3602127219597,1.14952923892672,-10.4468131352686,5.62863330322299e-22,8.83722620071243e-21,38.6449658958773
RHPN2,-1.22812693675993,4.33562573056667,-10.4131994003217,7.29420373386166e-22,1.1406333024082e-20,38.3876279457466
CLGN,-1.63438693818487,2.15330711327346,-10.4041537420182,7.8206827673745e-22,1.22002651171042e-20,38.3184426840739
ELOVL6,-1.33091788646944,2.65663770470011,-10.3906339027304,8.67880614722474e-22,1.34957511858758e-20,38.2150892067068
SFTPD,2.82250941799359,7.40287967499279,10.3724366242575,9.9833546565248e-22,1.54627018111385e-20,38.076077966598
HPGDS,1.32744843107262,2.4353461087263,10.3717932715216,1.00328829491745e-21,1.55270807546749e-20,38.0711654061959
MELTF,-1.48463460033354,2.68680382052907,-10.3677517686407,1.03496532206426e-21,1.6004618382437e-20,38.040308269527
ABCA8,1.09130721972102,1.55311496137343,10.3157825996036,1.54279542615961e-21,2.36327657581401e-20,37.6440250128921
HIST1H2BJ,-1.41270301221861,2.43770068613362,-10.2969535302155,1.78249759023546e-21,2.72403628601815e-20,37.5006790775425
RFTN1,1.08813943509814,5.30500616134632,10.2893641186066,1.88927358262332e-21,2.87819022352772e-20,37.4429359355626
CDCA7,-1.44129331568345,3.92644446760627,-10.2852498230242,1.94979153425334e-21,2.96575155366148e-20,37.4116412611044
CYBRD1,1.28133805045412,6.02702769157796,10.2335065110338,2.89725558643452e-21,4.34588337965178e-20,37.0185746526535
DLC1,1.35997910502791,4.14138682133089,10.2298213904511,2.98003359648339e-21,4.45633858369832e-20,36.9906169236961
RAI2,1.05308323051439,3.4557415751828,10.2238904978132,3.11822208392507e-21,4.65228237463954e-20,36.9456314491984
ENTPD3,1.32006148823796,3.40054283403054,10.1768029609443,4.46696353596647e-21,6.61395512159045e-20,36.5889211290705
KLF2,1.16587819658585,4.96316144875161,10.1675133554202,4.7947926293704e-21,7.08321638429718e-20,36.518641926543
ALOX15B,2.08532762723038,4.91512183376455,10.1599985590676,5.07739964577115e-21,7.47804328493485e-20,36.461812545007
CAPN8,1.9439425592482,5.00383133398205,10.1472512845899,5.59514041390769e-21,8.21575587885541e-20,36.3654600589798
STRIP2,-1.35347520743014,2.20142365221357,-10.1345286194075,6.16416829025815e-21,9.02412024474729e-20,36.2693522209828
SLC16A11,1.12680897247589,1.95152094437492,10.1141939289452,7.19537256423184e-21,1.04786979090755e-19,36.1158646658107
B3GNT8,1.53161244690796,4.46659596323889,10.100540013942,7.98225250271088e-21,1.15813931400939e-19,36.0128885406065
RAP1GAP,1.65362204130931,5.19820760018306,10.0639130454591,1.05412122616505e-20,1.5170010265844e-19,35.7369894801471
GGT6,1.87168037554753,3.01160863498332,10.0618851642119,1.07046073675505e-20,1.53824497912479e-19,35.7217285031443
ADGRF5,1.64587978227673,6.12193943568491,10.044483492015,1.22142978688197e-20,1.74746007661031e-19,35.5908331963255
ADGRF4,-1.57089954882092,1.78177224697294,-10.0349445527763,1.31297650961191e-20,1.87568072801702e-19,35.5191287965273
TXNRD1,-1.62400773402424,6.89689737942143,-10.0030296872882,1.67174968394171e-20,2.35713079080719e-19,35.2794694204008
AGR3,2.46338454471018,6.18178938757394,9.97107413778597,2.1284274724651e-20,2.97327493837698e-19,35.0398848670637
CD1A,1.91475941267356,2.59266774866218,9.97040566345542,2.13919938765981e-20,2.9859977136268e-19,35.0348771078954
PXMP4,1.07965326681597,4.24959002085586,9.9189363024346,3.15386718077405e-20,4.3555531179245e-19,34.6498084135117
KLF15,1.39912407865115,2.92223068218008,9.89759362094076,3.70364314903271e-20,5.07883554192249e-19,34.4904267881531
ECRG4,1.41260733903251,1.63378687902746,9.89050832155659,3.90643232457227e-20,5.33441388859659e-19,34.4375539047603
BTG2,1.20654602800621,7.13602219761404,9.87931336601919,4.24955341952772e-20,5.78675221234571e-19,34.3540524028787
OTX1,-1.0086538687587,2.09547316567959,-9.87443231300732,4.40837577541203e-20,5.98630415184782e-19,34.3176603401147
CX3CR1,1.13736035493478,1.94670584175068,9.86958626010378,4.57189085547259e-20,6.1997129124976e-19,34.2815382436687
C4BPA,2.60192032882842,6.70699808209661,9.85376855494004,5.14869964375791e-20,6.94326715444532e-19,34.1636969186425
TMEM132A,-1.17674038465967,4.22331825749343,-9.84855724080208,5.35413637251808e-20,7.21033558453747e-19,34.1248938445742
GFRA1,1.04185442781908,1.17393589848937,9.83318082362082,6.00896512415267e-20,8.03668175040996e-19,34.0104630193514
MAGEA3,-2.61071297765353,1.57126580849211,-9.81492198664866,6.89054414781732e-20,9.17797888541242e-19,33.8746997300527
GPC2,-1.09621796269118,1.24376603420795,-9.808989413712,7.203760577299e-20,9.56734851458339e-19,33.8306159236907
POPDC3,-1.56452356434022,1.33730815087183,-9.80565126559687,7.38617729539402e-20,9.79799028980839e-19,33.8058167817301
DSC2,-1.10347378413053,3.56791898368786,-9.78915753811527,8.35707467905595e-20,1.10483360163791e-18,33.6833481410929
ITGA8,1.12152276875262,2.63689640397676,9.74959452018168,1.1233723709776e-19,1.47018531772236e-18,33.390018142263
PRDM16,1.28846166010701,2.1537076195126,9.74937275829158,1.12523470531583e-19,1.47073974330179e-18,33.3883756693668
STC1,-1.4930107187533,3.9878199145343,-9.74521271032014,1.16074419072131e-19,1.51502755817038e-18,33.3575679702024
VIPR1,1.14227193542648,2.56751509283218,9.73339105402996,1.26784228667106e-19,1.65039550000572e-18,33.2700584519773
FOXA2,1.9678157782083,4.39914473978872,9.7269459058672,1.3303080775492e-19,1.72940050081396e-18,33.2223715397522
ABCC6,1.12481272049958,2.99381928240877,9.71974533562501,1.40371579220931e-19,1.82118815356498e-18,33.1691146883797
DSG2,-1.08483076233892,6.37623390543592,-9.70136202463151,1.60988408455662e-19,2.08589632218299e-18,33.0332408358307
IL33,1.34050283100376,4.2052011401002,9.70048260226089,1.62046740142987e-19,2.09821476280761e-18,33.0267442384993
TBX4,1.18874249920223,2.78782449222604,9.69614576824083,1.67367766033089e-19,2.16280413362839e-18,32.9947110220716
NR3C2,1.10426315987888,2.83081364559002,9.69069625641156,1.74300597554433e-19,2.24643863338496e-18,32.9544697800709
FCGBP,1.74016903424892,3.26209168214042,9.68638294124829,1.79989535760377e-19,2.31364268116503e-18,32.9226269881706
EVA1C,1.11830401070001,3.86301696636819,9.66564010445123,2.10030236503806e-19,2.68035969360223e-18,32.7695974600094
TUBB3,-1.15576544205121,2.25281694875621,-9.64403091394827,2.46626242954316e-19,3.13507935958876e-18,32.6103587584351
CTSE,2.85462245194461,6.36187102279797,9.63213432511888,2.69407399745773e-19,3.41132746431336e-18,32.522772163807
PMAIP1,-1.37022658114418,4.34507687560675,-9.61477024430057,3.06458135197461e-19,3.87144362345004e-18,32.3950340025935
CELSR3,-1.02790856497438,1.92873584265572,-9.57394410002346,4.14710840019772e-19,5.19054003875838e-18,32.095176749574
GZMB,-1.35194703790932,3.93641027552997,-9.57096230748844,4.23964350190724e-19,5.29955437738406e-18,32.0733026912039
MLLT11,-1.28887313080779,3.0803492281198,-9.56893299352497,4.30378933904031e-19,5.37284840661242e-18,32.0584179597638
GCLC,-1.6554537662187,4.56701210048607,-9.53428883253053,5.56005384854124e-19,6.90140356757188e-18,31.8045663132756
GKN2,2.3929903352381,2.55639744887184,9.48974779778954,7.72285165490974e-19,9.49530941177427e-18,31.4789172994564
HSD17B6,1.66360424111455,4.14099042877617,9.47403006720264,8.67064409662794e-19,1.06004739739338e-17,31.3641963965432
CYB5A,1.15128448632207,5.45451734723635,9.46853597385809,9.02847180604284e-19,1.10172215405404e-17,31.3241200588655
ALPL,1.96067458867622,5.93200536330407,9.42582673076325,1.23584000176228e-18,1.49219071420213e-17,31.0130068814753
CHIA,1.89994905091225,2.05840071302268,9.41946864197168,1.2948900399585e-18,1.56059059203898e-17,30.9667566340608
FMO5,1.60560033851382,4.27243870608802,9.39900496326203,1.50461757984631e-18,1.80443067693745e-17,30.8180136698575
DOK4,1.12549084486688,4.9590057357642,9.37660625809085,1.77296080306146e-18,2.10680899815347e-17,30.6554069433041
PLA2G4F,1.3120784585621,2.58202457741178,9.34159554591736,2.29047324608627e-18,2.70201018140848e-17,30.4016648243562
TPPP,1.2735571055646,3.00759976330015,9.33883207138249,2.33719659249559e-18,2.75546152077776e-17,30.3816584553202
GAREM2,-1.00689308671065,2.27434391105121,-9.29989494654103,3.10540812126958e-18,3.63696446635176e-17,30.1001153003852
ITGA9,1.14027770951216,3.60344179067348,9.29595893495069,3.19580265059011e-18,3.73610022101362e-17,30.071691079515
MMP12,-2.10739346027903,4.55137803064278,-9.29564482656085,3.2031279572301e-18,3.74242032150911e-17,30.0694230059284
WFDC2,1.68511430179445,9.06875817662163,9.2938898116719,3.24436421019211e-18,3.78832946699079e-17,30.056751395352
RIBC2,-1.08671133090204,2.38071618742049,-9.28198359413794,3.53836644476396e-18,4.11683446735663e-17,29.9708205542776
LRFN4,-1.10866490845877,3.85445887733445,-9.28167353214571,3.54636598313083e-18,4.12368137573353e-17,29.9685835520605
CPD,-1.13177899915646,5.98075221781387,-9.24108421511708,4.76452606777843e-18,5.50078498056124e-17,29.6761005482153
TCF21,1.11121929453701,2.04048631867642,9.21017975456188,5.96289323385153e-18,6.81973126452228e-17,29.4538823014508
IRX3,1.45326317588279,5.27118187492901,9.20042556121721,6.39991732283561e-18,7.30242175513718e-17,29.3838308252277
TSC22D3,1.06760627062282,6.8652284130224,9.19340508522398,6.73398337485868e-18,7.67461576912591e-17,29.3334376276918
CLU,1.66646583893972,6.92857572141611,9.18756824201362,7.02485269979665e-18,8.00143853072632e-17,29.2915569200164
PKP2,-1.5271818560634,2.66481229025901,-9.18210925568732,7.30815654303406e-18,8.30956574863931e-17,29.2524008616897
C5orf38,1.65852915277753,2.9728026139775,9.18036857857501,7.40085321499072e-18,8.41006047158037e-17,29.2399181168454
HOXA1,-1.09455312063407,1.24162901240471,-9.17412291492921,7.74315743626973e-18,8.78879918552152e-17,29.1951400974315
RIPPLY3,-1.17208261464172,1.47389480119286,-9.13300510601254,1.04234694826147e-17,1.17083902598495e-16,28.9007740832695
ZDHHC11B,1.34769789560556,2.15945895027859,9.12829683571287,1.07838662695261e-17,1.20923169784795e-16,28.8671145478367
PARM1,1.49064784224599,6.31249133604451,9.1276424704887,1.08349234746013e-17,1.21425866525704e-16,28.8624372482645
STEAP1B,-1.04133344355196,1.1289704387859,-9.12727374768992,1.08637988068033e-17,1.21679538617268e-16,28.8598017588772
SEMA3A,-1.37943838819862,2.29098217899344,-9.08339129811688,1.49060582925916e-17,1.64871319742221e-16,28.5465757935607
CIB2,-1.0705619208685,2.9892911748662,-9.07577857583924,1.57455941761067e-17,1.73566470567598e-16,28.492324262523
ACKR1,1.53907965620422,3.69771072357384,9.0658169287854,1.69153609171719e-17,1.86250444881339e-16,28.4213722236106
ABCA3,1.73292537356449,5.8454482559043,9.03394103478103,2.12687837234238e-17,2.32217963385646e-16,28.1946330104167
C9orf152,1.46596175248478,4.18356671284928,9.01927557864387,2.36286243154029e-17,2.56404103589514e-16,28.0904676510864
CRYM,1.92136091166288,3.35380086044325,9.0176119948285,2.39121921779601e-17,2.59336900706463e-16,28.0786576961782
MAGEA6,-2.29211423370745,1.37680662076263,-9.00150384219367,2.68385109724563e-17,2.89784586911903e-16,27.9643686285312
GBP1,-1.1903121463044,5.18131662065749,-8.99349800383449,2.842231528411e-17,3.06376532913292e-16,27.9076098356246
ELOVL4,-1.11955914107411,1.36054940704901,-8.98133767832331,3.10069539823901e-17,3.32765879282668e-16,27.8214524380682
ZNF229,-1.09607927569095,1.78549365327316,-8.97570003544643,3.22829952775495e-17,3.46079388626836e-16,27.781531732812
HK2,-1.15998731018901,5.13825484172905,-8.94350088391681,4.06342206858516e-17,4.31337671951065e-16,27.5538026345623
SLC46A2,1.44582050650414,2.1554497819212,8.94328943775235,4.06955969314723e-17,4.31754156781126e-16,27.5523087351656
SMC1B,-1.05929282841526,0.973272009800126,-8.94125540417895,4.12907278390085e-17,4.37591952641666e-16,27.5379390179485
MUC1,1.45827200083036,8.84382378385807,8.94005917973773,4.16447476149055e-17,4.41104062189385e-16,27.5294890017561
SV2A,-1.26806776087808,2.22400346564953,-8.93599071874687,4.28714691887796e-17,4.53358811920392e-16,27.5007546595551
BTNL9,1.04701754334312,1.7822069716154,8.93517123910535,4.31228587403328e-17,4.55770051727095e-16,27.4949678292284
EDA2R,1.01598659603404,1.70701403047348,8.93381561711661,4.35419311721135e-17,4.59949977170213e-16,27.4853956531772
FBP1,1.04994436317656,7.26099634099572,8.92296249834179,4.70458497607034e-17,4.95085844756458e-16,27.4087909873246
DUOXA1,1.40155352590143,3.12896239030772,8.91927319787227,4.82994775519048e-17,5.06637876418582e-16,27.3827630205362
ABO,1.39935870448494,3.77041667811752,8.84937073447081,7.94044088072227e-17,8.20119688422057e-16,26.8907830274026
PHYHD1,1.43299228297341,3.73167343058825,8.83796573993775,8.60954419767161e-17,8.87816561896332e-16,26.8107275695134
FAM189A2,1.16691916963813,2.83278205478772,8.81712113455599,9.98000397148084e-17,1.02318652704457e-15,26.6645683586284
CD109,-1.26398844137217,3.09272854075682,-8.79780646273228,1.14418623294432e-16,1.16509825286758e-15,26.5293173783301
MFSD2A,1.17588667178692,4.7253517082645,8.78444431127517,1.25754623468544e-16,1.27586636713664e-15,26.4358508798895
GJB1,2.0777389553135,3.67155191190892,8.77983455874096,1.29918084460984e-16,1.31537001401308e-15,26.4036256526772
AQP1,1.67115284220298,7.42998414554153,8.77426934492053,1.35126841878339e-16,1.3659789614451e-15,26.3647343871264
SLPI,2.06425164897942,9.75032077154315,8.77059934841052,1.38674455653956e-16,1.40111496645189e-15,26.339095377324
PNMA2,1.30308900682041,3.552209156962,8.76030324761412,1.4912741111455e-16,1.50050800657055e-15,26.2671994173485
IRX5,1.39863126001892,3.68472185630206,8.75244238065542,1.57630241084506e-16,1.58035460213258e-15,26.2123418442727
ESYT3,1.02842865694477,2.42498568981463,8.737891575267,1.74656244432199e-16,1.74336850773713e-15,26.1108749077356
SLC34A2,1.96956723891665,9.28797684677663,8.72885909272764,1.86129067703517e-16,1.85368581216475e-15,26.0479390806965
HNF1B,1.28331478913312,3.59086477265048,8.72044004425626,1.97493668848101e-16,1.96285756500407e-15,25.9893122236012
YBX2,-1.25402769232582,1.58064448393828,-8.70776397426831,2.15913687197635e-16,2.14047630928007e-15,25.9011045073254
SFTPA1,3.26115179859872,9.31078397117194,8.66511509966155,2.91300763361825e-16,2.8674229609064e-15,25.6048887820737
MEX3A,-1.35537609778518,3.40583477568246,-8.66119822087407,2.9941128224024e-16,2.94428643655304e-15,25.5777277827959
FAM133A,-1.61764241748063,1.09938541477901,-8.63818368580213,3.51789446304069e-16,3.43509975109131e-15,25.4182853909733
MAOB,1.18162241278294,4.0627155647372,8.62261041673345,3.92282499111663e-16,3.81331442306951e-15,25.3105395686006
CA3,1.04303835312343,1.84118986603579,8.61764874435718,4.061286364288e-16,3.93809468441651e-15,25.2762360634026
FAM171A2,-1.06739759393597,1.9593658039528,-8.61527928258325,4.12910601845689e-16,3.99886815634089e-15,25.2598585046102
SEC14L6,1.26795792942537,2.32726339260094,8.6147862771528,4.1433573560659e-16,4.00970066716055e-15,25.2564512246901
SLC44A4,1.51301737778384,6.45371611309929,8.60166480093044,4.54109118583009e-16,4.3772258093765e-15,25.1658086187295
GPC6,-1.31192441195579,2.80066126839434,-8.60045349117769,4.57966086897268e-16,4.4122226751466e-15,25.1574451335081
PLIN2,-1.02067879156952,5.37714422782594,-8.59746482115048,4.67621734420808e-16,4.49858106620905e-15,25.1368129021358
LRRC36,1.07387858085868,1.45771682185158,8.58715494028781,5.02503764113019e-16,4.81751396273543e-15,25.0656719810507
IGF2BP1,-1.49565414543338,1.03945755932729,-8.58343360477248,5.15717294555346e-16,4.93448834339021e-15,25.040006417049
ZBTB16,1.11750727927649,1.46442236830587,8.57772969424854,5.36641239205349e-16,5.12965890416877e-15,25.0006803226306
LDHD,1.12843662994824,3.62759401693037,8.57743312296441,5.37751867196321e-16,5.13775669295848e-15,24.9986360183318
PODN,1.08441790898113,4.46691003655962,8.57421836501546,5.49937837201165e-16,5.24556376382427e-15,24.9764790139382
IRX2,1.83022392103427,3.80264966836803,8.56718218171653,5.77571919225321e-16,5.49397679263111e-15,24.9280011955062
NDNF,1.66575558815962,5.04612863791237,8.56435344488791,5.89065198341517e-16,5.59784179710506e-15,24.9085185751686
CXCL17,1.96329976225061,8.46066787312153,8.55075409218815,6.47560392121641e-16,6.11497706846102e-15,24.8149088473256
DES,1.44628360711345,3.20179772733296,8.53246605945297,7.35382503007219e-16,6.90084639491856e-15,24.6891672214283
SHE,1.27638488605672,3.01169206984076,8.52416881978999,7.79021944842241e-16,7.29281225368397e-15,24.6321724141982
CPAMD8,1.35247548793828,2.75552627675942,8.52315429777868,7.84530757433855e-16,7.33733801916555e-15,24.6252058433536
ADAM12,-1.27300797080883,2.60495184763321,-8.5034087089066,8.99766440675358e-16,8.35895454653143e-15,24.4897162994393
SNTN,1.1325793514998,1.32839727627723,8.50261768800635,9.04716506397206e-16,8.39694044490506e-15,24.4842924877553
PTGDS,1.42873282129427,5.78608780645513,8.48576366238046,1.01683298761748e-15,9.38392960650305e-15,24.3688022146778
LDHB,-1.00690169401283,8.67299887515945,-8.45972132504919,1.21767430035313e-15,1.1163445630882e-14,24.1906254396681
NAMPT,-1.07579055885511,5.95815619317768,-8.45937445881625,1.22059853469165e-15,1.11849959710936e-14,24.1882545077168
PIFO,1.30124609158961,3.1176764135038,8.45265000326852,1.27868239137236e-15,1.16843048883603e-14,24.1423026613441
CLIC3,1.49514093094172,4.88866686491372,8.45137097045553,1.29003605612646e-15,1.17770145573342e-14,24.1335648725232
HLA-DMA,1.06631659932101,7.35512266318041,8.43965919853697,1.39875031465965e-15,1.27456220261043e-14,24.0535929241531
CBX2,-1.23581869816755,2.95491461923025,-8.4391190319568,1.40397749198022e-15,1.27753434874542e-14,24.0499061255966
TFAP2A,-1.15833072082592,2.32356264701819,-8.39962802719442,1.84343234516768e-15,1.65883390543469e-14,23.7807615377941
OGN,1.26692933209836,2.06500864804977,8.38443855185528,2.04658189974684e-15,1.83149825814885e-14,23.6774473980369
SYT1,-1.26184651359954,1.85403527361611,-8.37839786863627,2.13339582771289e-15,1.90307496067709e-14,23.6363926418263
CABCOCO1,1.19660740694006,1.72851890457414,8.36980153926401,2.26325594498777e-15,2.01614851198088e-14,23.5780003116223
PRAME,-2.19093623928498,2.43637367125468,-8.36263450160123,2.37748154164861e-15,2.11307611951449e-14,23.5293451088678
CAVIN2,1.21561547802013,4.91173215602145,8.34503156081552,2.68281596788018e-15,2.37363481731686e-14,23.4099528978194
FADS2,-1.18383727646389,4.40111132443096,-8.3339995733936,2.89363208363074e-15,2.54859194357721e-14,23.3352079061865
PRR15L,1.30657800009047,6.54687528113564,8.31579538599894,3.2779127100636e-15,2.88184390650316e-14,23.2120036306639
TPPP3,1.51070700825322,4.91602657491494,8.29403894436935,3.80387289037951e-15,3.3247656370417e-14,23.0649783478453
SP6,-1.08901561031182,1.98617379133772,-8.28358891566324,4.08537879765123e-15,3.55171139341056e-14,22.9944448605729
CHRDL1,1.48021879873889,3.41931135202265,8.28023562973058,4.18000615796915e-15,3.6291237791807e-14,22.9718233152744
MALL,1.22825713721303,4.24071518125972,8.26983523972156,4.48750797528994e-15,3.89090286874851e-14,22.9016978888145
AQP7,1.02245526279332,1.53572082316393,8.26109656291471,4.76310337492575e-15,4.11522001821232e-14,22.8428193822449
MGLL,1.02675711930098,5.64746919737099,8.24134829800437,5.44911069041713e-15,4.67066630607183e-14,22.7099055702948
DUOX1,1.36099474999688,3.38927829125603,8.222036726545,6.21423449196245e-15,5.29853837312059e-14,22.5801243267567
C11orf96,1.07310853309223,4.92801477198733,8.213725961682,6.57535971673167e-15,5.60399975857812e-14,22.5243317892172
GDF10,1.10906201233634,1.87580491652319,8.21197870798363,6.65388345323232e-15,5.66349748310913e-14,22.5126065018101
SFTPA2,3.02710953792116,9.61181324109543,8.20736949575621,6.86550598210643e-15,5.83852449415941e-14,22.481683033134
AK4,-1.26163381078316,3.06712430017797,-8.18371925666115,8.06063181982053e-15,6.82511161469824e-14,22.323184748343
FOS,1.2190481836127,7.72172815799729,8.17901796821889,8.32164397508865e-15,7.02780673513333e-14,22.2917122973729
DRAM1,1.04122918604542,6.4336233759955,8.17829762547803,8.36236868423742e-15,7.05914239578484e-14,22.2868910241066
AQP4,1.96672306768743,4.29350520326022,8.17164604722186,8.74785356939055e-15,7.36860235866591e-14,22.2423845406542
ATP13A4,1.63369479770138,3.36961878894807,8.16460433313377,9.17510711427709e-15,7.71183572105187e-14,22.1952926218978
CSAG3,-1.24960217898001,0.743165633023737,-8.1644716928086,9.18334993395966e-15,7.71543833314146e-14,22.1944058281327
LRRK2,1.5625936271816,3.68911721517714,8.15014268173039,1.01183285147156e-14,8.45361636833566e-14,22.0986601688441
CDK6,-1.00522251976059,2.96364820361815,-8.14938249063589,1.01704797514385e-14,8.49354840055893e-14,22.093583597127
SORCS2,1.3160377492505,2.90882373428224,8.1485278147277,1.02294304019487e-14,8.53912212491433e-14,22.0878764131304
CFTR,1.27451453218945,2.30310047030036,8.13797095164824,1.09860518492695e-14,9.13552285973373e-14,22.0174132794034
RCAN2,1.08161202869201,3.85824684408795,8.10911475977473,1.33482856338406e-14,1.10293038076225e-13,21.8251057882192
MAOA,1.30571594525828,5.79152942941712,8.10875840185311,1.33803942170868e-14,1.1051151513477e-13,21.8227336205983
S100B,1.38515833701008,3.64875945496856,8.071561596525,1.71880665708835e-14,1.40590309619223e-13,21.5754923244882
MLPH,1.17241419615637,6.03362827763692,8.0672301646672,1.76958569844637e-14,1.44561881523687e-13,21.5467493010427
CXCL10,-1.51785624583095,5.60090988495383,-8.06496806289175,1.7966918858295e-14,1.46714789672007e-13,21.531742113702
TMEM37,1.09099360129718,4.42002144479279,8.06304761107326,1.82002606105923e-14,1.48371689760264e-13,21.5190036121684
LMO3,1.54658336262678,4.37300356998574,8.05976589628521,1.86059548585903e-14,1.51488985278711e-13,21.4972402562341
TPSB2,1.47916096665947,4.26523266589474,8.03423041582484,2.20835821196049e-14,1.78314638232835e-13,21.3280910604676
CTSG,1.03915181089554,1.63595822202514,8.02415224516349,2.36265406848139e-14,1.90064993132785e-13,21.2614274691206
AHCYL2,1.21872349561468,5.73666943996972,8.02074926640276,2.41712296298035e-14,1.9420641853365e-13,21.2389301253098
GLDC,-1.21705121934615,1.52466428245103,-8.01007818510723,2.59610384053279e-14,2.0781619413132e-13,21.1684227315298
SPINK5,1.66551271698445,2.9109528966247,8.00095312836867,2.75950064722536e-14,2.19719827632871e-13,21.1081785022604
MYH11,1.26922846917771,3.77144184681619,7.99932552526797,2.78969518503191e-14,2.21855856884675e-13,21.0974376206072
LOXL2,-1.20178617791866,4.34157976823638,-7.99831615456208,2.80858438289584e-14,2.23267001493962e-13,21.0907772888631
FKBP10,-1.22019216758781,6.05835622552003,-7.99804226158986,2.81373174102704e-14,2.23585040546159e-13,21.088970100016
KRT80,-1.16138526716538,4.94085522786511,-7.99742879767787,2.82529462066529e-14,2.24412403678098e-13,21.0849225139078
TMEM100,1.24249577849991,2.5284294196837,7.98366695087898,3.09739023899918e-14,2.44927451988987e-13,20.9941757266982
NKX2-1,1.69048270644528,6.62393816641834,7.96811965692716,3.43603547009708e-14,2.70717946128861e-13,20.8917773197112
GABRA3,-1.14389452819605,0.856844188915076,-7.94858168797202,3.913889147379e-14,3.06755781245541e-13,20.7632789701842
FHL1,1.12479028587498,3.78151784105431,7.93962329032567,4.15440618191842e-14,3.25345062439395e-13,20.7044294555709
PHGDH,-1.32372605171473,3.61018561718398,-7.9350880963325,4.28167936251059e-14,3.34774448953314e-13,20.6746533156796
HLA-DQB2,1.60751566254724,5.82474034099186,7.93325387505385,4.33424145325849e-14,3.3834150655941e-13,20.6626137499984
CCL17,1.46254458151315,3.16095166664949,7.91788516280967,4.80045558358304e-14,3.73390043397963e-13,20.5618069782502
FSCN1,-1.19041521944311,5.95626143423313,-7.91163298272038,5.0039977877144e-14,3.88292705373779e-13,20.5208340260358
CYP4X1,1.38871159392543,3.51671694300073,7.90498903099792,5.2296437336912e-14,4.0483546171885e-13,20.4773167963405
AOC3,1.04621258274945,4.81481651054828,7.88553999339616,5.94959376180709e-14,4.58928316278632e-13,20.3500648801704
TDRD10,1.16702663290554,2.18327194891025,7.8752468363196,6.36938843919094e-14,4.90146308461813e-13,20.2828014354256
ADM,-1.18238788396346,4.11010015659293,-7.86771068478753,6.69517138823978e-14,5.1359497274066e-13,20.2335909041089
SP8,-1.02674374735284,0.799655098075762,-7.8559681314118,7.23588705420853e-14,5.52465926221873e-13,20.1569744727524
JCHAIN,1.47107891895405,9.14683944971048,7.84678187589626,7.68877136899379e-14,5.86355266700739e-13,20.0970894673438
CLDN2,2.08699237534737,2.94841797575061,7.82599693405951,8.81941080610559e-14,6.68656729078768e-13,19.9617630020392
