,logFC,AveExpr,t,P.Value,adj.P.Val,B
UNG,-1.23012457474794,5.59591658734138,-19.5701232040198,1.94996547926497e-55,1.64607475522368e-53,115.414667549491
SAPCD2,-1.95744023090879,3.38000686528254,-19.4290146580402,6.55780241397391e-55,5.48828957392666e-53,114.204294270212
MYO19,-1.156594011003,3.57877353775607,-19.3903906873271,9.14148750487865e-55,7.61790625406554e-53,113.872806499185
ARHGEF39,-1.23994472329079,2.02829905630774,-19.3588162074956,1.19942100957746e-54,9.95264241989805e-53,113.601762466014
MTHFD2,-1.58715385791309,5.57421844903803,-19.348100813981,1.31524613274038e-54,1.08674998256091e-52,113.509766824379
MSH6,-1.16626533005571,4.32842493987812,-19.3472375348657,1.32505093771917e-54,1.09023178419932e-52,113.50235499406
MSH2,-1.26951917782662,4.76284977103064,-19.3397269545396,1.41349958695333e-54,1.15811940947857e-52,113.437870005506
PIF1,-1.44601666981778,1.71084244962595,-19.3257261748532,1.59445661151817e-54,1.30091648220102e-52,113.317653176899
GPR19,-1.1469966547195,1.10944481682149,-19.1166451029546,9.64729906153936e-54,7.83843048750073e-52,111.521230889524
CKS1B,-1.53058551539908,5.07373424626892,-19.0749262035303,1.3820127568725e-53,1.11822608958563e-51,111.162531597378
CENPM,-1.67500688089199,3.66284149619123,-19.0734939128082,1.39917527018779e-53,1.12743461853975e-51,111.150215326144
SUV39H2,-1.14215452990813,3.24557743837459,-19.0070760641431,2.48012534905059e-53,1.99022404553443e-51,110.578985624897
UBE2S,-1.7853816537244,4.1933669538834,-18.7460219715036,2.35733307775126e-52,1.87624469453672e-50,108.331934105093
MCM3,-1.29771599747891,6.35756381392493,-18.7165413569948,3.04044772978256e-52,2.41011100531544e-50,108.078002787091
RFC2,-1.08274080737353,5.45551904928552,-18.6916338399099,3.76983376809259e-52,2.97618455375731e-50,107.863435945702
SUV39H1,-1.11979942041657,3.41970588508389,-18.6657345810148,4.71450710032435e-52,3.70697130872278e-50,107.640300935107
CCNE2,-1.47498670224563,2.0399462268268,-18.6023318656586,8.15123634303962e-52,6.38349834093464e-50,107.093950831332
GMNN,-1.36522800462155,4.49225276639631,-18.5450022322241,1.33748750438625e-51,1.04324025342127e-49,106.599809864724
NUP155,-1.32005392999231,4.16418944442151,-18.523602953321,1.60908914303145e-51,1.25008917486507e-49,106.415334051438
CTSV,-2.17872951749979,2.12309881822354,-18.4217405167023,3.88028560548497e-51,3.00260195662527e-49,105.537004686647
RMI2,-1.46773751929812,3.99062619302351,-18.3769890160425,5.71295601552211e-51,4.40326649417712e-49,105.151021276022
IGF2BP3,-2.40881667227905,1.87020720537145,-18.3195932878134,9.3835019769797e-51,7.20386962799622e-49,104.655892182305
FAAP24,-1.17685524469741,2.7802165807548,-18.3051597021873,1.06307954497204e-50,8.12943181449208e-49,104.531364428023
RANBP1,-1.1032277115478,5.32982506029684,-18.17852733219,3.17839279862276e-50,2.42104138957593e-48,103.438578384802
RFWD3,-1.04455034602291,4.34491201806516,-18.1535453314127,3.94516391598212e-50,2.99341230979188e-48,103.22294386615
HMGB2,-1.48488726395483,6.43075379115189,-18.063696164306,8.58394687717747e-50,6.46281714690968e-48,102.447276361172
C18orf54,-1.12693250454443,1.64558631191519,-18.0348012878717,1.10225590011892e-49,8.26691925089188e-48,102.197787208458
RRM1,-1.1490999102535,5.53539233290615,-17.9672690606103,1.9775217166842e-49,1.47745875384452e-47,101.614618316632
PRIM2,-1.04913653328337,3.34775765646438,-17.9645245202168,2.02506201620227e-49,1.50720264564673e-47,101.590916063314
DKC1,-1.01483773351784,5.81869282693592,-17.855481060457,5.20477103621302e-49,3.83076296605063e-47,100.649083436508
MCM5,-1.1600227849925,4.58567450969137,-17.8554558181809,5.20590864617137e-49,3.83076296605063e-47,100.648865388187
TESMIN,-1.70577464589494,1.62418583674671,-17.7762415288665,1.03365533709717e-48,7.57754852383267e-47,99.9645427473598
HMGA1,-1.81330559452031,8.12382853720278,-17.7586368458993,1.20388027987828e-48,8.79238406652679e-47,99.8124445715861
PCNA,-1.33604832639506,7.43812162298728,-17.7471497521982,1.32979616417122e-48,9.67575567214131e-47,99.7131977052664
NSD2,-1.23166321840116,3.86379642342571,-17.6409674052875,3.33555284843053e-48,2.40901039053316e-46,98.7957121408219
TONSL,-1.39277582570246,3.2487376990292,-17.5860665961267,5.36651676975354e-48,3.83322626410967e-46,98.3212795560309
TUBG1,-1.20728718915096,5.74918299466631,-17.5629259118438,6.5576377923244e-48,4.66693200548635e-46,98.1212968958024
NEIL3,-1.99366803315385,2.05657159414443,-17.547582094515,7.48983274779469e-48,5.3109723120726e-46,97.9886922360604
PPAT,-1.26749111786864,3.57413051634329,-17.529810566694,8.73637879879113e-48,6.17244154262417e-46,97.8351041120387
RNASEH2A,-1.37372357021608,4.93106029571729,-17.5183956667959,9.64443745150479e-48,6.78940542614958e-46,97.7364508865198
PSMD11,-1.00446924682632,5.75646220371669,-17.344582026247,4.3477430041817e-47,3.03874511044958e-45,96.2341591373839
CTPS1,-1.24461810738431,4.35175200217845,-17.2881860223245,7.08722509820128e-47,4.93574605053303e-45,95.7466930558882
TUBA1B,-1.3304578075338,7.57625392185033,-17.2712909963399,8.20448979959209e-47,5.69350715630056e-45,95.6006574499654
ALYREF,-1.22457994644785,6.82652339414333,-17.2207183914049,1.27161777136407e-46,8.79310161049624e-45,95.1635213163988
C16orf89,4.04037345132475,6.98269375772138,17.2076260101184,1.42437286190557e-46,9.81458332408431e-45,95.0503542182347
SELENOI,-1.26954203832101,4.34404463180046,-17.1754609366055,1.882185476485e-46,1.28781111548974e-44,94.7723284001233
PAICS,-1.22526316385273,5.68891950908185,-17.1736191100115,1.9124641879533e-46,1.30395285542271e-44,94.7564082116377
BARD1,-1.15194601247624,2.93561011382508,-17.1580048798184,2.18952812078728e-46,1.48765847928056e-44,94.621443802452
WDR43,-1.01895078857357,5.25231621151326,-17.1127632336403,3.24038929637568e-46,2.16395860545636e-44,94.2303928090864
LIG1,-1.06359573280574,4.02780979355902,-17.0971726375296,3.70907145769046e-46,2.4600984158151e-44,94.0956353315858
PTTG1,-1.76294288327381,4.87271161849989,-17.0465323303681,5.75208217083037e-46,3.80222380783702e-44,93.6579324939199
FIGNL1,-1.2680635156513,3.40052003292432,-17.0394104753317,6.11821065449241e-46,4.01700699537381e-44,93.5963767076126
STMN1,-1.66730320769436,5.9597352008404,-17.0339272179096,6.4159019883644e-46,4.19832512661429e-44,93.548983882326
DTYMK,-1.09679303217323,5.24709158627396,-16.9850406479562,9.79972141369441e-46,6.39112266110505e-44,93.126456397504
LIN9,-1.01114425039183,2.87338424502331,-16.9802767158212,1.02126804536006e-45,6.63824229484037e-44,93.085282526196
RDM1,-1.15201507189498,1.08258753642541,-16.7934093849749,5.15514112264578e-45,3.29590989808501e-43,91.4703864350473
TUBA1C,-1.25320728516052,6.30210544187471,-16.7926674140836,5.1883826830019e-45,3.30632229799141e-43,91.4639751558272
HAUS6,-1.06358346969557,2.98923784406966,-16.7836448555764,5.61017559971073e-45,3.56346658613548e-43,91.3860129265063
SUZ12,-1.02876936548312,4.68968406430441,-16.7584416802977,6.97899850078451e-45,4.41852177809409e-43,91.1682429607564
TUBB,-1.20703898185451,9.13597258374863,-16.6844824406533,1.32438606811786e-44,8.31073011368298e-43,90.5292470735781
KIF24,-1.16343226361822,1.84604412343899,-16.6843893013521,1.32545490531047e-44,8.31073011368298e-43,90.5284424200286
TDG,-1.0524219303838,4.04248223737105,-16.6627989717928,1.5980035997698e-44,9.98752249856123e-43,90.3419221724343
RAN,-1.0182944010398,7.23244366998882,-16.6467328071792,1.83657742932925e-44,1.14419360613164e-42,90.2031307950478
LYAR,-1.00984876616573,4.57822089529499,-16.6150438370454,2.41657018887646e-44,1.49597202168543e-42,89.9293918084958
TARS,-1.14417868300048,5.7323358861898,-16.5969049522176,2.82762035384591e-44,1.74489230696188e-42,89.772711097648
CHEK2,-1.24660254048629,3.40614999616273,-16.5076408145589,6.1250965813691e-44,3.76780389074756e-42,89.0017596108925
NUP107,-1.11573825417987,4.1307936174287,-16.4761620674474,8.04410549949675e-44,4.90187678875583e-42,88.7299272755567
H2AFX,-1.28069317650762,6.22282605268296,-16.4725513514162,8.2995400144222e-44,5.04177664427517e-42,88.6987486822878
SSX2IP,-1.20110168182364,2.87851161915572,-16.4187726176207,1.32204776858579e-43,7.98140293728266e-42,88.2344057820309
CCT5,-1.20109522893987,6.85209155717585,-16.3593712447715,2.21078420925684e-43,1.32647052555411e-41,87.7216009816558
PRKDC,-1.38432429387841,5.41644977986418,-16.351641436119,2.36374813791807e-43,1.40957457765757e-41,87.6548774596696
C4orf46,-1.11572835469055,3.30699944151137,-16.3174430652067,3.17788599873616e-43,1.88929198095595e-41,87.3596980332408
DNMT3B,-1.53960115165755,2.23266157029786,-16.3125841920722,3.31436001632319e-43,1.96443830754718e-41,87.3177619202842
LRR1,-1.06959291021799,3.67341984662456,-16.3020103269167,3.63194344090234e-43,2.14614839689684e-41,87.2265030522942
SMC4,-1.41943816825081,4.28794993738224,-16.2005025782416,8.74104924075021e-43,5.11863243827715e-41,86.350602849658
B3GNT5,-1.44825310973029,3.72731888534183,-16.1254896068593,1.67242102012366e-42,9.70601484893193e-41,85.703539312528
E2F3,-1.08788922333049,4.17694475014957,-16.1097516564504,1.91625986469787e-42,1.10881505524061e-40,85.5678082887028
BRI3BP,-1.1341681640153,3.91795423200855,-16.0113423055906,4.4872253286581e-42,2.55104646964527e-40,84.7192908484917
XPOT,-1.09078438678891,5.45817207598181,-15.9358820352634,8.61438948043707e-42,4.85493048752956e-40,84.0689058052277
DEK,-1.06912940465583,6.62760047393786,-15.8432528132617,1.91770740419721e-41,1.07457742476568e-39,83.2708742381512
USP1,-1.02769723710528,5.22519140610713,-15.7762703461895,3.4198848575035e-41,1.89993603194639e-39,82.6940406435395
CGAS,-1.21701830263584,3.28882914475065,-15.768192817818,3.66692289164577e-41,2.03139194281513e-39,82.624493696135
PGAM5,-1.04806959212462,5.37888783576106,-15.7559899874541,4.07435892266077e-41,2.25070818673895e-39,82.519434196516
INTS13,-1.02589921414806,4.56079302420328,-15.7139843141035,5.85527086112742e-41,3.22536106757019e-39,82.1578451408568
ACTL6A,-1.0295912580566,5.59237825503033,-15.6961148036053,6.83175715187898e-41,3.75265533694761e-39,82.0040494621402
ZNF724,-1.063223927084,1.1633702605146,-15.6370646750266,1.13720581215443e-40,6.17702321365222e-39,81.495946221938
PSMD2,-1.01943572522657,7.02129747937861,-15.5970755085107,1.60570757255216e-40,8.64952974164836e-39,81.1519604180973
CAD,-1.20203401006515,4.64222568478802,-15.5256690385477,2.97245228558556e-40,1.59677188895092e-38,80.5379439197341
XPO5,-1.02220290852298,4.50704887210681,-15.4134205436111,7.821468772741e-40,4.16717598547676e-38,79.5733315314166
ZNF695,-1.18795037997428,0.826665736197342,-15.4044192759794,8.45217795067047e-40,4.49093923809466e-38,79.4960118861914
CENPQ,-1.0286451977566,3.66425446501139,-15.3582090129293,1.25846733834492e-39,6.65043715385526e-38,79.0991523948343
CKAP5,-1.10081836560722,5.27106250462025,-15.3218653009381,1.72093604572237e-39,9.06979807880711e-38,78.7871242987898
GAS2L3,-1.190552514886,2.24426963958602,-15.3125155145881,1.86520463531325e-39,9.80363622334456e-38,78.7068658875071
YEATS2,-1.08961447547412,3.91440749082076,-15.3081089055688,1.93732882860393e-39,1.01553527305851e-37,78.6690416299847
ARL6IP6,-1.00187354646031,4.26890356614823,-15.2551903474583,3.05513578062684e-39,1.58867060592596e-37,78.2149151439987
SKA2,-1.0697493087343,5.08052162479177,-15.2116307536764,4.44438413493348e-39,2.29273784738632e-37,77.8412471189907
HLTF,-1.2197178394125,4.61427785014951,-15.2068342368425,4.63161779650473e-39,2.38302234912512e-37,77.800109151219
MPHOSPH9,-1.03888234927983,2.49112499385985,-15.1105629790932,1.05994927927798e-38,5.38255493383352e-37,76.9747742053517
NASP,-1.01729563437432,5.27345565413528,-15.0821276522084,1.35341537914694e-38,6.83720204491329e-37,76.7311278198798
CBX1,-1.00777269975513,6.23693919701327,-15.0325922734162,2.07148029264024e-38,1.03574014632012e-36,76.3068332462926
GPSM2,-1.12983388954023,3.04515991370498,-14.9815706900433,3.21065866858663e-38,1.58500870980859e-36,75.8700075907441
CCT6A,-1.10227438129151,7.35402532204293,-14.9720110801581,3.48531890352829e-38,1.70771344408496e-36,75.7881850778534
SLC2A1,-2.14893968636721,6.1406756245762,-14.971615363707,3.49718098197652e-38,1.70914860021409e-36,75.7847982232442
HSPD1,-1.05751264590929,7.87308074301116,-14.9685353060538,3.59089867078248e-38,1.75056310200646e-36,75.7584370808745
CMAS,-1.06579953269463,5.84080214020384,-14.9115913888597,5.85437484376242e-38,2.81183028210264e-36,75.2712123120715
MEST,-1.26453507725769,5.44361794503299,-14.8918605072477,6.93438872900336e-38,3.32237297826942e-36,75.102452636072
MAP6D1,-1.05889096289253,1.79804903561524,-14.6167450253236,7.3242848606777e-37,3.39248348653718e-35,72.7529046372579
NUDT1,-1.0446392700011,4.36249132381825,-14.4329536348813,3.52400082106651e-36,1.59069481506474e-34,71.1872550819688
GGH,-1.8929785243219,4.20550868695678,-14.2241428059228,2.09124052970509e-35,9.04194907522156e-34,69.4127430846269
PLOD2,-1.88439267040519,5.0924232595969,-14.2229462780982,2.11266073990656e-35,9.11435496198626e-34,69.4025886189409
TMEM163,1.98954865119891,3.56810667595669,14.1995034682755,2.57945182848516e-35,1.10791433161808e-33,69.2036714917245
DNMT1,-1.08590751844046,4.84180778409661,-14.0826094947335,6.97323466274053e-35,2.93689148862722e-33,68.2127535942117
GGTLC1,3.04268951895352,3.62481287007311,13.9656168599719,1.88372918361877e-34,7.62089607480622e-33,67.2226429974951
C19orf48,-1.11126855471424,5.29195399355395,-13.9604360266715,1.96840325446666e-34,7.91419865197936e-33,67.1788367552313
CCDC34,-1.20996201103111,3.40445114150126,-13.9525794916426,2.10411334218266e-34,8.4250944912858e-33,67.1124127257371
CFAP221,1.68439273128492,2.10484577442842,13.9333758427605,2.47645199677232e-34,9.85526815042047e-33,66.950086039246
GNPNAT1,-1.14872049271323,4.87145851583498,-13.9107425504428,3.00056372840275e-34,1.18683555180231e-32,66.7588292152027
SUSD2,2.79338095363471,5.47746900468507,13.8966783310892,3.3806214290319e-34,1.32907495697827e-32,66.6400162577284
CYP4B1,3.2984822456401,5.06566875377654,13.8941081364169,3.45509926692205e-34,1.35290031536105e-32,66.6183062965849
GAPDH,-1.21240898830796,10.9464828023362,-13.8817154414189,3.83784982106516e-34,1.49079823726635e-32,66.5136394854322
FCER1A,2.32964088114101,3.02785461174626,13.8773844604894,3.98136342546948e-34,1.54347091047028e-32,66.4770653806481
SCGB3A2,4.46418884167782,7.43071647637683,13.8567576624001,4.74189776068013e-34,1.83466282407267e-32,66.3029105312257
ATP13A3,-1.11581445636724,4.88746582517886,-13.8010490721587,7.60115629347582e-34,2.91776668745627e-32,65.8328354051093
SLC38A1,-1.497643219662,4.95165427510041,-13.7965240138308,7.8980117352958e-34,3.01982801643663e-32,65.7946706035918
SPINDOC,-1.02091263082325,4.77481587110994,-13.7112937699548,1.6243604169245e-33,6.10308827168166e-32,65.076348213881
CALU,-1.06632441597703,7.41972983513369,-13.6823991279571,2.07374852070141e-33,7.7467617152639e-32,64.8330501566671
CKS2,-1.4045949791096,6.79832737306263,-13.6770158891994,2.17026535971008e-33,8.0763691821272e-32,64.7877351896898
ADH1B,2.60501517157959,3.50414991070338,13.6589022214471,2.52917201050039e-33,9.37620802371816e-32,64.635288026028
NAPSA,3.58558920620092,8.99283212794348,13.5784823555195,4.98691096334489e-33,1.82076186770865e-31,63.959026200674
RNASE1,2.07413497695371,9.55252028429185,13.5632388443706,5.67122320689938e-33,2.05938272876235e-31,63.8309464222727
CDH24,-1.37084341327607,3.27296835778758,-13.5569109946685,5.98211644562664e-33,2.16823923215092e-31,63.7777882024855
PFN2,-1.8320835974373,6.00371219513733,-13.556149002697,6.02068323432358e-33,2.17816925917087e-31,63.7713873490887
MAPK6,-1.01743805240775,4.75822676054676,-13.5392397838133,6.94335345804383e-33,2.49806997106743e-31,63.6293691287176
TMEM106C,-1.12239092799706,6.00660502674516,-13.5100083743066,8.88334145794388e-33,3.15528521730247e-31,63.3839579073119
DDX11,-1.18645045034744,3.29757563003498,-13.5042234086174,9.3271081648827e-33,3.29663510301743e-31,63.3354054597884
UCK2,-1.5426005737795,3.54324603569001,-13.4793719543744,1.1499250588061e-32,4.04757015283737e-31,63.1268873522814
MYBL1,-1.20734334744671,1.92210789607071,-13.3928412591193,2.38203531912878e-32,8.29458727196628e-31,62.4015740217443
PLAC9,1.22441779881959,3.19991373591467,13.3810645120998,2.63000237578094e-32,9.1254530832257e-31,62.302948409718
INMT,2.04452585661317,4.00998256598662,13.3741641431514,2.78709425333348e-32,9.63623013120619e-31,62.2451705511765
C1QTNF7,1.24280463526272,1.37787315724076,13.3480097840381,3.47233398431622e-32,1.18999143574985e-30,62.0262435387532
GNG7,1.16743813239117,2.5121022594977,13.3388232650712,3.75097226231821e-32,1.28098001953074e-30,61.9493725625099
SELENBP1,1.95726434323885,6.95027681256307,13.321833646353,4.32638970842078e-32,1.47233157616414e-30,61.8072418771378
SFTPB,3.91395701815643,11.1680096676348,13.221041964804,1.00794426243661e-31,3.31448787816422e-30,60.9649951725035
KIF3C,-1.41760765682062,3.06746448502178,-13.2094474134667,1.1108249685444e-31,3.63441055144561e-30,60.8682132690246
IFRD1,-1.1171510819407,4.07658480512306,-13.1754930107403,1.47638821792085e-31,4.79027791172324e-30,60.5849170523359
RECQL,-1.11659662774046,4.30329602641188,-13.1596841333865,1.68538546875705e-31,5.45025151588102e-30,60.453082103969
TEAD4,-1.10685763954435,4.03401491114707,-13.0655922414442,3.70301688457336e-31,1.18375129916689e-29,59.6692939029001
WASF1,-1.27371035063241,3.0361020210023,-13.0507697706547,4.19132168596627e-31,1.33547014503827e-29,59.5459602835833
PRTFDC1,-1.26407058717966,3.68556125867026,-13.0388013437389,4.63208401523057e-31,1.46632529702916e-29,59.4464021245167
ANP32E,-1.2571973339142,6.4662814443434,-13.0188920963855,5.47004113277035e-31,1.72041616272616e-29,59.2808442693546
HILPDA,-1.50843585717328,4.86297126843407,-12.8767617929444,1.78921728436002e-30,5.45152141328442e-29,58.1009827373803
MMD,-1.29659116520483,4.55576793043854,-12.8471633572588,2.28902078713112e-30,6.93104120326969e-29,57.8557377144907
SCTR,2.42982059969816,3.12398443107458,12.8086118008725,3.15425165769861e-30,9.44821925117095e-29,57.5365521060295
PLA2G10,2.21688350081408,3.05818773852238,12.8059081917402,3.22594752754367e-30,9.64815594894194e-29,57.5141780912716
CTSH,1.84597297833269,7.61472230484654,12.7912782514475,3.64306095816853e-30,1.0845753997601e-28,57.3931301369016
ASAP1,-1.05617209779487,4.27930736430579,-12.7718358337868,4.28174531064446e-30,1.27083764927804e-28,57.2323260105079
SCNN1B,2.13767291919538,4.9411917567048,12.7622163014,4.63788585538391e-30,1.37236379635791e-28,57.1527912606072
SLC22A3,2.15726875342786,4.31205150255673,12.7603785645439,4.70921192473196e-30,1.39135806867081e-28,57.1375987573116
CACNA2D2,2.52277795348944,4.01843703345537,12.7333403238074,5.89435200335703e-30,1.7258237847667e-28,56.9141487685737
SPIN4,-1.08197988098175,3.16242518939376,-12.7127749996793,6.9911101463908e-30,2.0347260873824e-28,56.744285837586
VSIG2,2.60432494312418,4.64313046307239,12.6539063681199,1.13893221864379e-29,3.26125965690952e-28,56.2585010765482
MGP,1.64988030909278,7.59162015600364,12.6535412218424,1.14238284679674e-29,3.26634391679419e-28,56.2554899875221
HOPX,2.4538873725148,6.06059001845894,12.6213468811823,1.49143216306314e-29,4.22103442376361e-28,55.9901101176429
FKBP4,-1.08366430763908,6.038438766189,-12.426770210992,7.43986841704312e-29,2.01496436294918e-27,54.3906295428942
SCGB3A1,4.03434802845646,6.94542470652399,12.2641012412942,2.83481017084064e-28,7.37050644418567e-27,53.0594921931223
ERO1A,-1.23401663678187,6.27393405960682,-12.2376292637622,3.5224014612568e-28,9.13388676788664e-27,52.8434097393336
PSAT1,-1.79532098260737,4.75290323827415,-12.2177612279303,4.1455523129939e-28,1.06787675169592e-26,52.6813345208222
NUP210,-1.2297652038883,5.07621351512416,-12.2138571322188,4.28034998060722e-28,1.1011454435599e-26,52.6494967844126
PFKFB4,-1.15400415292682,2.79130080293833,-12.1809929613141,5.60279657903376e-28,1.43190738258399e-26,52.3816251511833
NRM,-1.00346342405604,4.47899327739755,-12.1576456154976,6.78280427244098e-28,1.71549524400258e-26,52.1914705993515
PEBP4,2.86151278668516,4.20903009075052,12.1224141947748,9.04827928589888e-28,2.27666382032294e-26,51.9047576943968
SCML2,-1.0642705280532,1.19348483456879,-12.1003050656943,1.08404232171966e-27,2.71707265726651e-26,51.7249777534705
SCN7A,1.5127556320823,2.4234075489212,12.0484522238234,1.65547194442719e-27,4.11231884284462e-26,51.3037770329226
EIF4EBP1,-1.43200509408187,6.49125888908942,-12.0448515017146,1.7048283233444e-27,4.22953591669413e-26,51.2745514094639
SLC7A1,-1.07249229093264,4.35344999848508,-12.0266909844987,1.97702165498544e-27,4.88617519292979e-26,51.1271956611047
SHH,1.47736067087427,1.99559817439288,12.0192470223822,2.1007343491276e-27,5.17226260201872e-26,51.0668170181134
GPRIN1,-1.30560518118007,2.83607443165018,-11.987551683793,2.71985570074986e-27,6.6462639304038e-26,50.8098785393391
PLA2G1B,2.40782720962337,2.97174404572942,11.983112648163,2.81999512173157e-27,6.86515666339147e-26,50.7739123201133
FOLR1,2.81717602652998,7.10361505423203,11.976824571219,2.96816632364924e-27,7.20787587934746e-26,50.7229726461675
ADAMTS8,1.3944864328166,1.71935312545695,11.947025239603,3.78294334580697e-27,9.09770182791396e-26,50.4816957653585
RPL39L,-1.67329715255044,4.92932614464508,-11.9311623335538,4.30397186272199e-27,1.02978467881078e-25,50.3533443929492
CHTF18,-1.0784549302123,3.13143356473451,-11.9196560044821,4.72609531338204e-27,1.12801540527478e-25,50.2602809942166
SLC22A31,2.62520312663164,5.87122032389081,11.8987236502508,5.60257810931904e-27,1.33069760209161e-25,50.0910612474922
ASNS,-1.13969081771899,4.6044574300356,-11.8641032920002,7.42147769710672e-27,1.75629629967938e-25,49.8114182168912
SCN4B,1.16812262019212,1.89836664916561,11.8325425592217,9.58726593948487e-27,2.25514699420935e-25,49.5567431879058
ZYG11A,-1.26277748833514,1.2828637881489,-11.8160894679276,1.09553566864223e-26,2.56150426121384e-25,49.4240740169531
ARNTL2,-1.69750266519763,3.38815333727296,-11.7911750262127,1.34059419736172e-26,3.11209367244685e-25,49.223304011016
ZC3HAV1L,-1.02263742295008,3.25594308241169,-11.7756931898129,1.51964912764678e-26,3.51520260843561e-25,49.0986230100951
FADS1,-1.12368177486933,4.27731815314759,-11.7123187904478,2.53718948307528e-26,5.81377143595392e-25,48.5888701427804
TFRC,-1.35995600812615,5.68467425376424,-11.6932872693389,2.95882914975702e-26,6.75610871431637e-25,48.4359875524596
CD207,2.37308658388742,2.87972351981222,11.6875686213647,3.09866519093883e-26,7.06713113722891e-25,48.3900669149487
KLHL5,-1.09062670870704,4.66420903052698,-11.6715075570474,3.527609595544e-26,8.02664960479673e-25,48.261141448854
PLLP,1.29793581839162,3.25122580644913,11.6625598152584,3.79172549538921e-26,8.59751711163833e-25,48.1893446797367
HIGD1B,1.23085375004552,3.11975718708123,11.6001740660083,6.26930484547115e-26,1.40036018885094e-24,47.6893336602428
GPRC5C,1.48012948566318,4.88685739774852,11.5851390934928,7.07596983603211e-26,1.57333422808011e-24,47.5689818749651
CD1C,1.74631492058573,3.04550483374988,11.541854917598,1.00226028321958e-25,2.21337208638527e-24,47.2228317779765
TMEM125,1.4124897615265,6.73859951233907,11.5142634712693,1.25098055767669e-25,2.73783623733957e-24,47.0024367604052
TRIB3,-1.19541483938211,4.80456509150098,-11.4495521434087,2.1023288575458e-25,4.48527491489531e-24,46.4863322026587
TMPRSS2,1.79943966962308,5.25211567088709,11.4382689453987,2.30124020221443e-25,4.89892837807657e-24,46.3964585186859
ELN,1.80669531017934,5.04400395680421,11.4173042681374,2.72190223631151e-25,5.75673466465016e-24,46.2295609384963
C7,2.23670349226545,4.81853633468681,11.3934173080247,3.29522157779946e-25,6.95420138171963e-24,46.0395453086826
SLC26A9,2.38299406383045,3.73560258855556,11.365284735016,4.12635465043994e-25,8.63910805736062e-24,45.8159572653417
SLC7A5,-1.67210750384795,5.94592208337499,-11.358927695557,4.34136938201689e-25,9.07360160228611e-24,45.7654638799287
CST3,1.07983391693009,7.99136293147867,11.3570096061416,4.40840986382818e-25,9.19775172636523e-24,45.7502308619791
CD1E,1.58064795068386,2.10487951507331,11.3470179409652,4.7746690279514e-25,9.9048985154311e-24,45.6708958466035
DSP,-1.8960170362809,6.2574478577773,-11.3293469475208,5.49813968081618e-25,1.13214069457144e-23,45.5306538018789
COCH,-1.71818740233896,2.00928577732319,-11.3225815807308,5.80315737941703e-25,1.19117440945928e-23,45.4769848992072
GNG4,-1.93089631394187,1.69717750137069,-11.3207190834045,5.89004713963301e-25,1.20773837247996e-23,45.4622121531671
CDK5R1,-1.07366181511988,2.18233639105881,-11.3181384165469,6.01258613288568e-25,1.23027733044356e-23,45.4417447096187
PGC,4.57368700620826,6.20301889963226,11.2806572483333,8.10686020972832e-25,1.64157605492941e-23,45.1446890623144
NPC2,1.38862874114576,8.92018097496657,11.2735483257782,8.57928300472942e-25,1.73005189857522e-23,45.088392059673
RCOR2,-1.49268360208567,2.21286553945025,-11.2612966481868,9.45867206781158e-25,1.90344793934289e-23,44.9914019898497
APOBEC3B,-1.67151620617684,3.24913479175187,-11.2370897957307,1.1468595277589e-24,2.27505196249223e-23,44.7998940141882
STC2,-1.49776270979499,2.96643894690225,-11.2299682363004,1.21371076592176e-24,2.40277765842379e-23,44.7435848177448
MFAP4,1.83675659697609,6.37111717910076,11.2289887751071,1.22320364009589e-24,2.41666372663322e-23,44.73584148182
RNFT2,-1.13063435745893,1.79584000500959,-11.1702049609607,1.95144402516566e-24,3.8015143347383e-23,44.2716165750291
HIST1H2BO,-1.1776140819862,1.14209015388157,-11.138101204074,2.51747801908436e-24,4.87012116787153e-23,44.0185089126341
C1orf116,2.01104015906445,6.21646193956628,11.1217085558752,2.86678957016524e-24,5.52395223500219e-23,43.889384022368
PSPH,-1.05592445450887,4.20558914535368,-11.1042322378093,3.2924553370913e-24,6.31918101114964e-23,43.7518095689449
SLC16A1,-1.62026731441947,3.39569450534418,-11.0984669930605,3.44624285277253e-24,6.58840545382984e-23,43.7064449158386
SFTA2,2.60911892601229,8.30048783626156,11.0965837368014,3.49801186953542e-24,6.68082580371604e-23,43.6916283602663
STAT1,-1.09858577132136,7.32207813868141,-10.9948284068701,7.81697265751498e-24,1.45449395822082e-22,42.8926285101855
HPDL,-1.34017608373286,1.6970278416167,-10.9782429135254,8.9091259432302e-24,1.64827282630919e-22,42.7626899050672
MAMDC2,1.54486982640782,2.73436862062417,10.9450237702595,1.15741063458496e-23,2.11721457546029e-22,42.5026856691557
SPATA18,1.52118401920678,2.54096175588384,10.8556030169474,2.33730187011889e-23,4.18525128258203e-22,41.8044713043151
RHOBTB2,1.38939566197446,5.41524404559697,10.8473455961712,2.49372193711496e-23,4.45769788099114e-22,41.740120311693
NFIX,1.30492900731465,5.00873416106138,10.8286428624932,2.8875900467297e-23,5.1422836448611e-22,41.5944463759066
VEGFD,1.66521847716841,2.29396684100461,10.8250678006315,2.96964322687209e-23,5.28358055875964e-22,41.5666129689991
CLEC3B,1.54176320198987,4.09471041467218,10.8144145857255,3.22816346729163e-23,5.71226747841985e-22,41.4836967921815
