"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274"
"1",1,0,0,0,0,0.860759493670886,0,0,0,0,0.978593272171254,0.702786377708978,0.0252365930599369,0.00314465408805031,0.529051987767584,0.867283950617284,0,0,0,0,0.993808049535604,0,0,0,0,0.847352024922118,0.990536277602524,0,0.766871165644172,0.0694006309148265,0.452095808383234,0,0.653125,0.99079754601227,0.0122699386503067,0.974522292993631,0,0.956923076923077,0,0.442073170731707,0.996960486322188,0.873065015479876,0,0,0.877611940298507,0,0,0.00598802395209581,0.929447852760736,0,0,0,0,0.86984126984127,0.927710843373494,0.845921450151057,0.0060790273556231,0.990506329113924,0.907975460122699,0.359281437125749,0,0.833846153846154,0,0,0.897590361445783,0,0,0,0,0,0,0,0.515723270440252,0.296529968454259,0,0,0.164983164983165,0.840625,0.732919254658385,0.0032258064516129,0.859872611464968,0.953795379537954,0.00928792569659443,0.00604229607250755,0.987987987987988,0,0.867256637168142,0,0,0.00917431192660551,0.00318471337579618,0.938709677419355,0.233128834355828,0,0,0,0.865814696485623,0,0,0.877300613496933,0.849529780564263,0.18429003021148,0,0,0,0.549520766773163,0,0,0.0313479623824451,0.816770186335404,0,0.984894259818731,0.98125,0.451923076923077,0.990566037735849,0.855305466237942,0,0.907407407407407,0,0.990853658536585,0.94551282051282,0.73015873015873,0,0,0.915915915915916,0.990769230769231,0,0.00611620795107034,0,0,0.965625,0.00317460317460317,0,0,0,0,0,0.0412698412698413,0,0,0,0.24,0,0,0,0,0.987951807228916,0.883928571428571,0.984520123839009,0.990536277602524,0.987220447284345,0.981538461538462,0.985207100591716,0.984375,0.987730061349693,0,0.00970873786407767,0,0.731481481481482,0,0,0,0,0,0,0,0,0.890577507598784,0,0,0,0,0,0,0.993939393939394,0.984423676012461,1,0.981538461538462,0.987301587301587,0.944767441860465,0,0.990909090909091,0.987577639751553,0.99025974025974,0.987460815047022,0.993920972644377,0,0.990445859872611,0.978056426332288,0.981132075471698,0.987381703470032,0,0.0289389067524116,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0.0962732919254658,0.17515923566879,0,0,0,0,0,0,0,0,0,0.905487804878049,0,0,0,0,0,0,0,0,0.065625
"2",0,1,0.00967741935483871,0,0,0,0.0779220779220779,0.44336569579288,0.029126213592233,0.456521739130435,0,0,0.136942675159236,0,0,0,0.387622149837134,0,0,0.25,0,0,0,0.426751592356688,0,0,0,0.529605263157895,0,0,0,0.341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0.50314465408805,0,0,0.0440251572327044,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0.194029850746269,0,0,0,0,0,0,0,0.239263803680982,0,0,0,0,0,0,0,0,0,0,0.343137254901961,0,0,0,0.0445859872611465,0,0,0,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0,0,0.0125786163522013,0.453416149068323,0,0,0.254716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25796178343949,0,0,0,0,0,0,0.425324675324675,0,0.337461300309598,0.417218543046358,0.735973597359736,0,0,0.833333333333333,0,0.714733542319749,0,0,0,0,0,0,0,0,0,0.00328947368421053,0,0.1198738170347,0,0.161812297734628,0.751592356687898,0.132492113564669,0.424615384615385,0.270903010033445,0.352941176470588,0.782178217821782,0.466666666666667,0.0031055900621118,0.75,0.19281045751634,0.452459016393443,0.835570469798658,0.427652733118971,0.493710691823899,0,0,0,0,0,0,0.612903225806452,0,0,0,0,0,0.246006389776358,0,0,0,0,0.0068259385665529,0,0,0.00961538461538462,0,0,0,0,0.0759075907590759,0.00308641975308642,0,0,0,0.37741935483871,0,0.537267080745342,0.00638977635782748,0,0,0.200647249190939,0.725806451612903,0.185810810810811,0,0,0.0605095541401274,0.42258064516129,0,0.35625,0.217391304347826,0,0,0.0684039087947883,0.642172523961661,0,0,0.591503267973856,0.0186915887850467,0.210691823899371,0,0,0.469648562300319,0,0.525316455696203,0,0,0,0.248344370860927,0.597444089456869,0.835443037974684,0.00318471337579618,0.00630914826498423,0.473354231974922,0,0.673913043478261,0.413680781758958,0.059748427672956,0.593059936908517,0,0.520900321543408,0,0.154574132492114,0,0.177631578947368,0,0,0.758169934640523,0.250793650793651,0,0.00316455696202532,0.016025641025641,0.183229813664596,0,0,0,0.23961661341853,0.543689320388349,0.20125786163522,0,0.54746835443038,0.367741935483871,0,0.392638036809816,0
"3",0,0.00967741935483871,1,0.279365079365079,0.691318327974277,0,0.0128205128205128,0.107936507936508,0.731481481481482,0.0275229357798165,0,0,0.0441640378548896,0,0,0,0.0197368421052632,0,0,0.0275229357798165,0,0.583586626139818,0.0289389067524116,0.003125,0.359477124183007,0,0,0.00319488817891374,0,0.00327868852459016,0,0.297297297297297,0,0,0,0,0,0,0,0,0,0,0.847826086956522,0,0,0.00604229607250755,0.00934579439252336,0.00613496932515337,0,0.195652173913043,0,0.37741935483871,0.883435582822086,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0.940993788819876,0.159763313609467,0,0,0,0.457943925233645,0.421383647798742,0,0,0.046583850931677,0,0,0,0,0,0,0,0,0,0,0.462025316455696,0,0.375,0,0.0385852090032154,0,0,0,0,0.655487804878049,0.00321543408360129,0,0.0917431192660551,0,0,0,0,0.00613496932515337,0.76875,0.182926829268293,0,0.00311526479750779,0.0156739811912226,0.00626959247648903,0,0.240121580547112,0,0,0,0,0,0,0,0.373134328358209,0,0,0,0.00636942675159236,0,0,0,0.62202380952381,0,0.00321543408360129,0.00645161290322581,0,0,0.00313479623824451,0,0,0.003003003003003,0.311526479750779,0.0164473684210526,0.0272727272727273,0.0292207792207792,0.0477815699658703,0,0.00320512820512821,0.0126182965299685,0.00613496932515337,0.025,0,0,0,0,0,0,0,0,0,0,0,0.0060790273556231,0,0.0214723926380368,0.0221518987341772,0.00307692307692308,0.0303030303030303,0.0263157894736842,0.00617283950617284,0.0129032258064516,0.0164473684210526,0,0.00625,0.0253968253968254,0.0226537216828479,0.032051282051282,0.028125,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0.254838709677419,0,0,0,0,0.00334448160535117,0,0,0,0,0,0.306990881458967,0.043343653250774,0.227414330218069,0.09375,0.943037974683544,0.348387096774194,0.00309597523219814,0,0.680124223602484,0.00303030303030303,0.635782747603834,0.00906344410876133,0,0.0260586319218241,0.0161812297734628,0.0131147540983607,0.730769230769231,0.25,0.66984126984127,0.00634920634920635,0.922839506172839,0.393939393939394,0.0162866449511401,0.801857585139319,0.509146341463415,0.00632911392405063,0.0971786833855799,0.828125,0.259375,0.0194805194805195,0,0.0123456790123457,0,0.875862068965517,0.0460122699386503,0.78816199376947,0.0126582278481013,0.00636942675159236,0.136942675159236,0.00328947368421053,0.00645161290322581,0.0186335403726708,0.018348623853211,0.74922600619195,0.87888198757764,0.0444444444444444,0.71608832807571,0.0121951219512195,0.0223642172523962,0.0124223602484472,0.0611620795107034,0.254545454545455,0.0160771704180064,0,0.024390243902439,0.0223642172523962,0.0504731861198738,0,0,0.0224358974358974,0.0188679245283019,0,0.77602523659306,0.021875,0.0214067278287462,0.00623052959501558,0,0,0.0344827586206897,0.00626959247648903,0.424242424242424,0.816720257234727,0.00952380952380952,0.0285714285714286,0,0.027355623100304,0.00628930817610063
"4",0,0,0.279365079365079,1,0.490566037735849,0,0,0.0154798761609907,0.363914373088685,0.0911854103343465,0,0,0,0,0,0,0.090032154340836,0,0,0.00615384615384615,0,0.489425981873112,0.0125786163522013,0.00306748466257669,0.0996784565916399,0,0,0.00314465408805031,0,0.221153846153846,0,0.023489932885906,0,0,0,0,0.173202614379085,0,0,0,0,0,0.33125,0,0,0.0878787878787879,0.0279503105590062,0.0120481927710843,0,0.48036253776435,0,0.279365079365079,0.306990881458967,0,0,0,0,0,0,0,0.440993788819876,0,0.220858895705521,0.189274447949527,0,0.251552795031056,0.134897360703812,0.449230769230769,0,0.118210862619808,0.268518518518519,0.300632911392405,0,0,0.0712074303405573,0,0,0,0,0,0,0,0,0,0,0.19435736677116,0,0.24251497005988,0,0,0,0,0,0,0.455108359133127,0,0,0.522658610271903,0.0128205128205128,0,0.00313479623824451,0,0.00302114803625378,0.387692307692308,0.379939209726444,0,0.537267080745342,0,0.274143302180685,0,0.141975308641975,0,0,0,0,0,0.154838709677419,0,0.16566265060241,0,0,0,0.373040752351097,0.0188087774294671,0,0,0.476331360946746,0,0,0.0315457413249211,0,0,0,0,0.00316455696202532,0.288819875776398,0.201892744479495,0.0641025641025641,0.00884955752212389,0.00317460317460317,0,0,0,0,0,0.0124610591900312,0,0,0,0,0,0,0,0,0,0,0,0.00617283950617284,0,0,0,0,0.00591715976331361,0.00638977635782748,0,0,0,0,0.0152439024390244,0,0.0325732899022801,0,0.00615384615384615,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0.00638977635782748,0,0,0,0,0.0693069306930693,0,0,0,0.00313479623824451,0.0504451038575668,0.0609756097560976,0.00952380952380952,0.307453416149068,0.095679012345679,0.264797507788162,0.0474683544303797,0.0154798761609907,0,0.4875,0,0.509375,0,0,0,0,0,0.310679611650485,0.00316455696202532,0.338607594936709,0,0.36,0.144144144144144,0.411764705882353,0.221183800623053,0.175757575757576,0,0.00617283950617284,0.404255319148936,0.776758409785933,0.0529801324503311,0.26625386996904,0.00597014925373134,0,0.328813559322034,0.0498442367601246,0.393188854489164,0.1,0,0.112852664576803,0,0.0285714285714286,0.0122324159021407,0.00917431192660551,0.368098159509202,0.351681957186544,0.114551083591331,0.466666666666667,0.0606060606060606,0,0.231974921630094,0.0487804878048781,0.160606060606061,0,0.00320512820512821,0,0,0.0313479623824451,0,0,0,0,0,0.441717791411043,0,0.00609756097560976,0,0.00949367088607595,0,0.00617283950617284,0,0.08,0.345161290322581,0,0.0407523510971787,0,0.00898203592814371,0
"5",0,0,0.691318327974277,0.490566037735849,1,0,0,0.022508038585209,0.75796178343949,0,0,0,0,0,0,0,0.0128617363344051,0.00327868852459016,0,0,0,0.829113924050633,0.0159744408945687,0,0.390322580645161,0,0,0.022508038585209,0,0,0,0.0934256055363322,0,0,0,0,0,0,0,0,0,0,0.792332268370607,0,0,0,0,0.0185758513931889,0,0.445482866043614,0,0.343949044585987,0.765822784810127,0,0,0,0,0,0,0,0.00625,0,0.003125,0.0735785953177258,0,0.689655172413793,0.129909365558912,0.182108626198083,0,0.00946372239747634,0.480769230769231,0.711538461538462,0,0,0.132075471698113,0,0,0,0,0,0,0,0,0,0,0.264516129032258,0,0.577639751552795,0,0,0.00970873786407767,0,0,0,0.918238993710692,0.0130293159609121,0,0.0946372239747634,0,0,0.00638977635782748,0,0,0.72875816993464,0.328173374613003,0,0.0128617363344051,0,0.0517799352750809,0,0.0965732087227414,0,0,0,0,0,0.00327868852459016,0,0.336391437308869,0,0,0,0.00980392156862745,0.0154320987654321,0,0,0.926829268292683,0,0,0.0511182108626198,0,0,0,0,0.00326797385620915,0.00316455696202532,0.252396166134185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0.0522875816993464,0,0,0,0,0.0709459459459459,0,0,0,0,0,0.327160493827161,0.0351437699680511,0.0686274509803922,0.092948717948718,0.715189873417722,0.154605263157895,0.00946372239747634,0,0.907051282051282,0,0.919254658385093,0,0,0,0,0,0.725239616613419,0.0477707006369427,0.674050632911392,0,0.885714285714286,0.173913043478261,0,0.611464968152866,0.495297805642633,0,0.0158730158730159,0.647058823529412,0.261146496815287,0.0233333333333333,0.0766773162939297,0.0123839009287926,0,0.793706293706294,0.0160771704180064,0.768025078369906,0,0,0.177993527508091,0,0,0.0355987055016181,0,0.747603833865815,0.734177215189873,0.0289389067524116,0.93730407523511,0,0,0.00630914826498423,0.0284810126582278,0.173780487804878,0,0,0,0,0.00328947368421053,0,0,0,0,0,0.752411575562701,0,0,0,0.0128617363344051,0,0,0,0.203761755485893,0.735294117647059,0,0.0194174757281553,0,0,0
"6",0.860759493670886,0,0,0,0,1,0,0,0,0,0.855345911949686,0.591639871382637,0.0196078431372549,0.0941558441558442,0.623417721518987,0.959247648902821,0,0,0,0,0.868167202572347,0,0,0,0,0.812101910828026,0.874587458745875,0,0.862745098039216,0.0524590163934426,0.56782334384858,0,0.806451612903226,0.955555555555556,0.0958466453674121,0.849673202614379,0.039344262295082,0.870967741935484,0,0.531645569620253,0.873417721518987,0.983660130718954,0.00315457413249211,0.00340136054421769,0.894736842105263,0,0,0.0950920245398773,0.894568690095847,0.00630914826498423,0,0,0,0.969798657718121,0.894409937888199,0.854889589905363,0.0958466453674121,0.86046511627907,0.892857142857143,0.482758620689655,0,0.926984126984127,0.009375,0,0.919003115264797,0,0,0,0.00636942675159236,0,0,0,0.594936708860759,0.370491803278689,0,0.0751633986928105,0.264604810996564,0.958199356913183,0.849358974358974,0.104026845637584,0.97741935483871,0.886986301369863,0.1,0.0981012658227848,0.854430379746835,0,0.981132075471698,0.00625,0,0.0125391849529781,0.0365448504983389,0.884105960264901,0.347133757961783,0,0,0,0.954397394136808,0,0,0.983552631578947,0.955128205128205,0.244299674267101,0,0,0,0.633663366336634,0,0,0.051948051948052,0.913738019169329,0,0.85,0.867088607594937,0.585034013605442,0.841750841750842,0.976430976430976,0,0.92156862745098,0,0.857594936708861,0.890365448504983,0.760797342192691,0,0,0.930817610062893,0.839009287925697,0,0.0407523510971787,0,0.00324675324675325,0.854368932038835,0.111486486486486,0.00946372239747634,0,0,0,0,0.0262295081967213,0,0,0,0.214983713355049,0,0,0,0,0.864353312302839,0.950769230769231,0.86038961038961,0.853896103896104,0.841216216216216,0.877358490566038,0.848765432098765,0.87378640776699,0.861736334405145,0,0.0437710437710438,0,0.840909090909091,0,0,0,0,0.00664451827242525,0,0,0,0.876190476190476,0,0,0,0,0,0,0.84789644012945,0.848101265822785,0.855769230769231,0.86984126984127,0.863192182410424,0.883076923076923,0,0.853968253968254,0.868167202572347,0.887043189368771,0.868686868686869,0.861111111111111,0,0.845394736842105,0.822006472491909,0.881578947368421,0.873376623376623,0,0.0529801324503311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125786163522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783606557377049,0.105610561056106,0.104918032786885,0,0,0,0,0,0.00632911392405063,0,0,0.0944625407166124,0.841772151898734,0,0,0,0,0,0,0,0,0.0536277602523659
"7",0,0.0779220779220779,0.0128205128205128,0,0,0,1,0.0641025641025641,0.0416666666666667,0.015625,0,0,0,0,0,0,0.0033003300330033,0.223367697594502,0,0,0,0,0.135922330097087,0.0189274447949527,0.065359477124183,0,0,0.273885350318471,0,0,0,0.013840830449827,0,0,0,0,0.00655737704918033,0,0.11890243902439,0,0,0,0.00623052959501558,0,0,0.217125382262997,0.0537974683544304,0,0,0,0.0721003134796238,0.0160771704180064,0,0,0,0,0,0,0,0,0.248407643312102,0,0,0.0608974358974359,0,0.00630914826498423,0.0181268882175227,0,0,0.538461538461538,0.00313479623824451,0.00316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958466453674121,0,0,0.00677966101694915,0,0,0,0,0,0.00307692307692308,0,0,0.0124610591900312,0,0,0,0,0.680124223602484,0.00632911392405063,0.2875,0,0.00638977635782748,0.0721003134796238,0.00974025974025974,0,0.00311526479750779,0,0,0,0,0,0.00974025974025974,0,0.00609756097560976,0,0,0,0.150819672131148,0,0,0,0,0,0.338762214983713,0,0,0,0.348101265822785,0.235099337748344,0,0.243161094224924,0.00630914826498423,0.251655629139073,0.0538922155688623,0.0610932475884244,0.110738255033557,0.0926517571884984,0,0.121405750798722,0.40625,0.0691823899371069,0,0,0,0,0,0,0,0,0,0,0,0.0479233226837061,0,0.00632911392405063,0.106109324758842,0.383647798742138,0.0705521472392638,0.118811881188119,0.071875,0.115511551155116,0.101639344262295,0,0.0987261146496815,0,0.099009900990099,0.0852459016393443,0.0648148148148148,0.0868167202572347,0,0,0,0,0,0,0.286624203821656,0,0,0,0,0,0.0163398692810458,0,0,0,0,0,0,0,0.334415584415584,0,0.590769230769231,0.225,0.736156351791531,0.00324675324675325,0.301282051282051,0.00321543408360129,0.3042071197411,0,0.0970873786407767,0.0032258064516129,0.289719626168224,0.00946372239747634,0.669724770642202,0.161290322580645,0.00319488817891374,0.102564102564103,0.0102040816326531,0.0662460567823344,0.233766233766234,0.00327868852459016,0.0996784565916399,0,0.00911854103343465,0.0033112582781457,0.157556270096463,0.00625,0.371428571428571,0.101910828025478,0.00314465408805031,0.0410094637223975,0.26510067114094,0,0,0,0,0.0506329113924051,0.003125,0.00974025974025974,0.245161290322581,0,0.409240924092409,0.172523961661342,0.286163522012579,0.104294478527607,0.00641025641025641,0.00630914826498423,0.00628930817610063,0,0.096875,0.0422077922077922,0,0.0761904761904762,0.56969696969697,0.0634920634920635,0.770226537216828,0,0,0,0,0.646464646464647,0.0993377483443709,0.009375,0.326460481099656,0,0.301948051948052,0,0.26984126984127,0,0,0.0740740740740741,0.280645161290323,0.228571428571429,0.00657894736842105,0.288524590163934,0.238709677419355,0.149350649350649,0.059748427672956,0.12987012987013
"8",0,0.44336569579288,0.107936507936508,0.0154798761609907,0.022508038585209,0,0.0641025641025641,1,0.059375,0.684375,0,0,0.00641025641025641,0,0,0,0.588235294117647,0.112956810631229,0,0,0,0.00615384615384615,0.00323624595469256,0.495268138801262,0.177993527508091,0,0,0.39622641509434,0,0,0,0.697278911564626,0,0,0,0,0,0,0.0182370820668693,0,0,0,0.0559006211180124,0,0,0.0513595166163142,0.71656050955414,0,0,0.00914634146341463,0.00313479623824451,0.150943396226415,0.125,0,0,0,0,0,0,0,0.115264797507788,0,0.00600600600600601,0.135220125786164,0,0.146417445482866,0.027355623100304,0,0,0.0970873786407767,0.106583072100313,0.102893890675241,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0.541666666666667,0,0,0,0,0.00325732899022801,0,0,0,0.0123839009287926,0,0,0.150602409638554,0,0,0,0,0.175925925925926,0.0474683544303797,0.0062111801242236,0,0.059748427672956,0.00313479623824451,0.0062111801242236,0,0.468277945619335,0,0,0,0,0,0,0,0.24773413897281,0,0,0,0.150326797385621,0,0,0,0.00892857142857143,0,0.171875,0.0349206349206349,0,0,0.0341614906832298,0,0,0.0526315789473684,0.580441640378549,0.0420711974110032,0.00297619047619048,0.00317460317460317,0.51,0,0,0.45859872611465,0.04,0.76038338658147,0,0,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0,0.479623824451411,0.23125,0.00297619047619048,0.00325732899022801,0.00311526479750779,0.580327868852459,0.012987012987013,0,0.596330275229358,0,0,0.557377049180328,0.00313479623824451,0,0,0,0,0,0,0,0.368253968253968,0,0,0,0,0,0.486068111455108,0,0,0,0,0.0295081967213115,0,0,0.0647249190938511,0,0.043343653250774,0.136363636363636,0.144230769230769,0.156739811912226,0.300632911392405,0.142857142857143,0.141025641025641,0.00623052959501558,0.241379310344828,0.0193548387096774,0.446483180428135,0.0127388535031847,0.176646706586826,0.0189873417721519,0.0033003300330033,0.44299674267101,0,0.0507936507936508,0.238853503184713,0.127725856697819,0.00630914826498423,0.0470219435736677,0.554545454545455,0.298657718120805,0.113564668769716,0.188087774294671,0.0618892508143322,0.522151898734177,0.103448275862069,0.00946372239747634,0.178807947019868,0.00934579439252336,0,0,0.0798611111111111,0.875796178343949,0.0471698113207547,0.594249201277955,0.0707395498392283,0.0033003300330033,0.103896103896104,0.5,0.30625,0.589341692789969,0.0407523510971787,0.115625,0.583850931677019,0.0282131661442006,0.5141065830721,0.00323624595469256,0,0.683229813664596,0.0391566265060241,0.0376175548589342,0.172077922077922,0,0,0,0,0.285234899328859,0.482649842271293,0,0.037037037037037,0.0487804878048781,0.0315457413249211,0.00306748466257669,0.0188087774294671,0,0,0.00303030303030303,0.443037974683544,0.363636363636364,0.0522875816993464,0.348242811501597,0.768987341772152,0,0.00301204819277108,0.0156739811912226
"9",0,0.029126213592233,0.731481481481482,0.363914373088685,0.75796178343949,0,0.0416666666666667,0.059375,1,0.146788990825688,0,0,0.00316455696202532,0,0,0,0.132013201320132,0,0,0.00309597523219814,0,0.705521472392638,0.0125391849529781,0.0277777777777778,0.438311688311688,0,0,0.0822784810126582,0,0,0,0.0641891891891892,0,0,0,0,0,0,0,0,0,0,0.767584097859327,0,0,0.123867069486405,0.0906344410876133,0.00303030303030303,0,0.26219512195122,0.00307692307692308,0.339506172839506,0.810810810810811,0,0,0,0,0,0,0,0.0307692307692308,0,0,0.00647249190938511,0,0.707692307692308,0.267857142857143,0,0,0.003125,0.495356037151703,0.53582554517134,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.218649517684887,0,0.429003021148036,0,0,0,0,0,0.0031055900621118,0.765432098765432,0,0,0.221884498480243,0,0,0,0,0.00903614457831325,0.876971608832808,0.204334365325077,0,0.00617283950617284,0.0277777777777778,0,0,0.088145896656535,0,0,0,0,0,0,0,0.359516616314199,0,0,0,0.00634920634920635,0,0,0,0.741839762611276,0,0,0.028391167192429,0,0,0,0,0,0,0.226708074534162,0,0.027355623100304,0.0380952380952381,0.0459016393442623,0,0.00325732899022801,0.043613707165109,0.0123076923076923,0.0674846625766871,0,0,0,0,0,0,0,0,0,0,0,0.0123456790123457,0,0,0.0348101265822785,0.0375,0.039039039039039,0.0260586319218241,0.0213414634146341,0.0537974683544304,0.0483870967741935,0,0.0797546012269939,0.00319488817891374,0.0419354838709677,0.0420711974110032,0.0280373831775701,0.0373831775700935,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0.0283018867924528,0,0,0,0,0.0298013245033113,0,0,0.00319488817891374,0,0,0.340490797546012,0.0543130990415335,0.0315457413249211,0.145569620253165,0.735668789808917,0.119354838709677,0.00613496932515337,0.032051282051282,0.855799373040752,0.0830769230769231,0.8375,0.00598802395209581,0,0,0.0353697749196141,0,0.775,0.0284810126582278,0.847352024922118,0.0375,0.920731707317073,0.156441717791411,0.133986928104575,0.593650793650794,0.623493975903614,0.0129449838187702,0.0534591194968553,0.622699386503067,0.337461300309598,0.0915032679738562,0.0286624203821656,0,0.00313479623824451,0.776632302405498,0.0685358255451713,0.880368098159509,0.135220125786164,0,0.15506329113924,0.0290322580645161,0.0440251572327044,0.0877742946708464,0.0685358255451713,0.907975460122699,0.806153846153846,0.144654088050314,0.722741433021807,0.113496932515337,0.0192926045016077,0,0.196319018404908,0.202985074626866,0.0282131661442006,0.0195439739413681,0,0,0,0,0.0225806451612903,0.050314465408805,0.00309597523219814,0.0129032258064516,0.854984894259819,0,0.00305810397553517,0.00925925925925926,0,0,0.0214723926380368,0.084375,0.171253822629969,0.878594249201278,0.0683229813664596,0.123028391167192,0.00318471337579618,0.027355623100304,0
"10",0,0.456521739130435,0.0275229357798165,0.0911854103343465,0,0,0.015625,0.684375,0.146788990825688,1,0,0,0.107033639143731,0,0,0,0.869009584664537,0.00643086816720257,0.0236686390532544,0.108823529411765,0,0.0385756676557863,0,0.667682926829268,0.0700636942675159,0,0,0.356707317073171,0,0,0,0.524752475247525,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0.315634218289086,0.842900302114804,0,0,0,0,0.0214067278287462,0.0443786982248521,0,0,0,0,0,0,0,0.00909090909090909,0,0,0.00304878048780488,0,0.021021021021021,0.174285714285714,0.153392330383481,0,0.003003003003003,0.0149700598802395,0.0121212121212121,0,0,0.00903614457831325,0,0,0,0,0,0,0,0,0,0,0.482758620689655,0,0,0,0.101851851851852,0,0,0,0,0.00597014925373134,0,0,0.302395209580838,0.124610591900312,0,0,0,0.00589970501474926,0.145896656534954,0,0,0.0966767371601208,0.015015015015015,0.0613496932515337,0,0.412979351032448,0,0,0,0,0,0,0,0.06158357771261,0,0,0,0.0219435736677116,0,0,0,0.0171428571428571,0,0.0031055900621118,0.0243161094224924,0,0,0,0,0.00307692307692308,0,0.555900621118012,0,0.0408163265306122,0.0151057401812689,0.553054662379421,0,0.003125,0.5,0,0.812121212121212,0,0,0,0,0,0,0,0,0,0.0932475884244373,0,0.0178571428571429,0,0.0848484848484849,0.542424242424242,0.186186186186186,0.0204081632653061,0.0341614906832298,0.012012012012012,0.577639751552795,0.0512820512820513,0,0.697329376854599,0.0786163522012579,0.0532915360501567,0.595611285266458,0.0149253731343284,0.0474777448071217,0,0,0,0,0,0,0.350609756097561,0,0,0,0,0,0.346749226006192,0,0,0,0,0.0482315112540193,0,0,0.0424242424242424,0,0,0.00302114803625378,0.00303951367781155,0.0492307692307692,0.0903614457831325,0.0395136778115502,0.0157232704402516,0.00604229607250755,0.284829721362229,0.0750750750750751,0.416422287390029,0.0787878787878788,0.00579710144927536,0,0.143302180685358,0.503105590062112,0.0759493670886076,0.0184615384615385,0.0342679127725857,0.28955223880597,0.0487804878048781,0.0242424242424242,0.498525073746313,0.645569620253165,0.00303030303030303,0.179640718562874,0.015527950310559,0.504643962848297,0.00892857142857143,0.105105105105105,0.19047619047619,0.0395136778115502,0.00882352941176471,0.00307692307692308,0.0163934426229508,0.685800604229607,0.124260355029586,0.909638554216867,0,0.00923076923076923,0.0218068535825545,0.313846153846154,0.314024390243902,0.614457831325301,0.172307692307692,0.0933734939759036,0.878419452887538,0.00305810397553517,0.682492581602374,0.0123076923076923,0.11377245508982,0.846846846846847,0.00579710144927536,0.018348623853211,0.00928792569659443,0.130952380952381,0,0.015527950310559,0,0.0806451612903226,0.55,0.105105105105105,0.00323624595469256,0.135135135135135,0,0.175074183976261,0,0,0,0.0182926829268293,0.414634146341463,0.27299703264095,0.14375,0.368580060422961,0.623052959501558,0,0.0119760479041916,0
