"GSM1465989",1
"GSM1465991",2
"GSM1465992",3
"GSM1465993",3
"GSM1465994",3
"GSM1465995",1
"GSM1465996",4
"GSM1465997",2
"GSM1465998",3
"GSM1465999",2
"GSM748053",1
"GSM748054",1
"GSM748055",5
"GSM748056",6
"GSM748057",6
"GSM748058",1
"GSM748059",2
"GSM748061",4
"GSM748062",7
"GSM748063",5
"GSM748064",1
"GSM748065",3
"GSM748066",7
"GSM748067",2
"GSM748068",3
"GSM748069",1
"GSM748071",1
"GSM748072",2
"GSM748073",1
"GSM748074",6
"GSM748075",1
"GSM748076",2
"GSM748077",1
"GSM748078",1
"GSM748079",6
"GSM748080",1
"GSM748081",6
"GSM748083",1
"GSM748084",6
"GSM748085",6
"GSM748086",1
"GSM748087",1
"GSM748088",3
"GSM748089",7
"GSM748090",1
"GSM748091",7
"GSM748092",2
"GSM748093",6
"GSM748094",1
"GSM748095",3
"GSM748096",6
"GSM748097",3
"GSM748098",3
"GSM748099",1
"GSM748100",1
"GSM748101",1
"GSM748102",6
"GSM748103",1
"GSM748104",1
"GSM748105",1
"GSM748106",4
"GSM748108",1
"GSM748109",6
"GSM748110",4
"GSM748111",1
"GSM748112",3
"GSM748113",5
"GSM748115",8
"GSM748116",6
"GSM748117",4
"GSM748119",3
"GSM748120",3
"GSM748121",6
"GSM748122",6
"GSM748123",5
"GSM748124",6
"GSM748125",6
"GSM748126",1
"GSM748127",1
"GSM748128",6
"GSM748130",1
"GSM748131",1
"GSM748132",6
"GSM748133",6
"GSM748135",1
"GSM748136",2
"GSM748137",1
"GSM748138",3
"GSM748139",6
"GSM748140",5
"GSM748141",6
"GSM748142",1
"GSM748143",1
"GSM748144",7
"GSM748145",3
"GSM748146",6
"GSM748147",1
"GSM748148",8
"GSM748149",7
"GSM748150",1
"GSM748151",1
"GSM748152",6
"GSM748154",4
"GSM748155",3
"GSM748156",4
"GSM748157",6
"GSM748159",8
"GSM748160",5
"GSM748161",8
"GSM748162",1
"GSM748163",2
"GSM748164",1
"GSM748165",1
"GSM748166",1
"GSM748167",1
"GSM748169",1
"GSM748170",6
"GSM748171",1
"GSM748172",3
"GSM748173",1
"GSM748174",1
"GSM748175",1
"GSM748177",4
"GSM748179",7
"GSM748180",1
"GSM748181",1
"GSM748182",3
"GSM748183",6
"GSM748185",4
"GSM748186",5
"GSM748187",1
"GSM748188",6
"GSM748189",4
"GSM748191",4
"GSM748193",7
"GSM748195",4
"GSM748196",2
"GSM748198",6
"GSM748202",5
"GSM748209",5
"GSM748210",2
"GSM748211",1
"GSM748212",7
"GSM748213",2
"GSM748214",4
"GSM748215",2
"GSM748220",1
"GSM748221",1
"GSM748222",1
"GSM748223",1
"GSM748224",1
"GSM748225",1
"GSM748226",1
"GSM748227",1
"GSM748228",1
"GSM748239",7
"GSM748240",6
"GSM748242",7
"GSM748243",1
"GSM748244",5
"GSM748245",2
"GSM748246",2
"GSM748247",5
"GSM748248",5
"GSM748249",5
"GSM748250",2
"GSM748251",5
"GSM748252",1
"GSM748253",2
"GSM748254",5
"GSM748255",5
"GSM748256",2
"GSM748257",5
"GSM748258",5
"GSM748259",1
"GSM748260",1
"GSM748261",1
"GSM748262",1
"GSM748263",1
"GSM748264",1
"GSM748265",2
"GSM748266",1
"GSM748267",1
"GSM748268",1
"GSM748269",1
"GSM748270",1
"GSM748271",2
"GSM748272",1
"GSM748273",1
"GSM748274",1
"GSM748275",1
"GSM748276",7
"GSM748277",7
"GSM748278",7
"GSM748279",4
"GSM748280",6
"GSM748281",4
"GSM748282",3
"GSM748283",4
"GSM748284",2
"GSM748285",4
"GSM748286",3
"GSM748287",4
"GSM748288",7
"GSM748291",2
"GSM748292",3
"GSM748294",2
"GSM748295",3
"GSM748296",4
"GSM748297",4
"GSM748298",5
"GSM748299",2
"GSM748300",5
"GSM748301",3
"GSM748302",4
"GSM748303",3
"GSM748304",5
"GSM748305",3
"GSM748306",2
"GSM748307",2
"GSM748308",3
"GSM748309",3
"GSM748310",4
"GSM748311",2
"GSM748312",3
"GSM748313",3
"GSM748314",2
"GSM748315",7
"GSM748316",5
"GSM748317",7
"GSM748318",3
"GSM748320",2
"GSM748321",3
"GSM748323",2
"GSM748324",4
"GSM748325",7
"GSM748326",4
"GSM748327",2
"GSM748328",2
"GSM748329",2
"GSM748330",3
"GSM748332",3
"GSM748333",2
"GSM748334",3
"GSM748335",2
"GSM748336",5
"GSM748337",8
"GSM748338",2
"GSM748339",4
"GSM748341",5
"GSM748342",4
"GSM748343",5
"GSM748344",1
"GSM748345",5
"GSM748346",6
"GSM748347",4
"GSM748348",2
"GSM748349",5
"GSM748350",4
"GSM748351",3
"GSM748352",4
"GSM748353",5
"GSM748354",4
"GSM748355",6
"GSM748357",1
"GSM748358",5
"GSM748359",2
"GSM748360",2
"GSM748361",3
"GSM748362",2
"GSM748363",2
"GSM748364",4
"GSM748365",5
"GSM748366",6
