"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82"
"1",1,0,0,0,0,0,0,0.12258064516129,0.578947368421053,0,0,0,0,0,0,0,0,0,0,0.464396284829721,0,0,0,0.00326797385620915,0.310810810810811,0.033003300330033,0.490445859872611,0.883720930232558,0,0.488448844884488,0.0162337662337662,0.773648648648649,0.00657894736842105,0.496875,0.0340136054421769,0.552715654952077,0.154340836012862,0,0,0,0.144694533762058,0,0.0296052631578947,0.67948717948718,0,0,0,0.00326797385620915,0.48494983277592,0,0.0159744408945687,0,0,0.0363036303630363,0.00326797385620915,0,0.949526813880126,0.125806451612903,0,0,0.311036789297659,0,0,0.154574132492114,0,0.00319488817891374,0.205696202531646,0.523333333333333,0.00928792569659443,0,0,0,0,0,0,0.022508038585209,0.00677966101694915,0.887820512820513,0.854838709677419,0.345911949685535,0,0
"2",0,1,0.38871473354232,0.138972809667674,0.405405405405405,0.306501547987616,0.445141065830721,0.0795107033639144,0,0,0.697452229299363,0.0220125786163522,0.12111801242236,0,0,0.343653250773994,0.917763157894737,0.192660550458716,0.381703470031546,0,0,0,0,0,0,0,0,0,0.0750750750750751,0,0.00917431192660551,0,0.656050955414013,0,0,0,0,0.738853503184713,0,0,0,0.811145510835913,0,0,0.00306748466257669,0.809815950920245,0,0,0,0.0245398773006135,0,0.806666666666667,0.0250783699059561,0,0,0.399350649350649,0,0.536363636363636,0.694968553459119,0.366153846153846,0.00643086816720257,0.449848024316109,0.364217252396166,0,0.160377358490566,0,0,0,0,0,0.917682926829268,0.371794871794872,0.69811320754717,0.346875,0.0220125786163522,0,0,0,0,0,0.0230263157894737,0.798107255520505
"3",0,0.38871473354232,1,0.413793103448276,0.767295597484277,0.796052631578947,0.686468646864686,0.00641025641025641,0,0,0.284789644012945,0.13915857605178,0.739273927392739,0,0,0.737864077669903,0.237931034482759,0.407766990291262,0.738562091503268,0,0,0,0.0721311475409836,0,0,0,0,0,0.224025974025974,0,0.034375,0,0.135313531353135,0,0,0,0,0.213559322033898,0.0521172638436482,0,0,0.236065573770492,0,0,0,0.211038961038961,0.012987012987013,0,0,0.0536277602523659,0.00319488817891374,0.248299319727891,0.0511182108626198,0,0,0.725085910652921,0,0.109717868338558,0.172757475083056,0.768976897689769,0.00332225913621262,0.700657894736842,0.746666666666667,0,0.579470198675497,0,0,0,0,0,0.442307692307692,0.725752508361204,0.135761589403974,0.75,0.148148148148148,0,0.0612244897959184,0,0,0,0.136518771331058,0.384615384615385
"4",0,0.138972809667674,0.413793103448276,1,0.567567567567568,0.638709677419355,0.549520766773163,0,0,0,0.00934579439252336,0.615384615384615,0.565079365079365,0,0,0.576323987538941,0.0325732899022801,0.310769230769231,0.525477707006369,0.00303030303030303,0,0,0,0.00307692307692308,0,0.00636942675159236,0,0,0.0575757575757576,0,0.0434782608695652,0,0,0,0,0,0,0.0126984126984127,0,0,0,0.00630914826498423,0.00958466453674121,0,0.00307692307692308,0.175,0,0,0.00974025974025974,0.062111801242236,0.027190332326284,0.0437710437710438,0.501587301587302,0,0.00319488817891374,0.590163934426229,0,0.0151515151515152,0.282051282051282,0.554179566563467,0,0.574074074074074,0.56957928802589,0.0246153846153846,0.74294670846395,0.00319488817891374,0,0,0.0121212121212121,0,0.0696969696969697,0.6,0.0222929936305732,0.5875,0.615625,0.00309597523219814,0.172185430463576,0,0.00308641975308642,0.00309597523219814,0.532258064516129,0.168224299065421
"5",0,0.405405405405405,0.767295597484277,0.567567567567568,1,0.987616099071207,0.943217665615142,0,0,0,0.0795107033639144,0.171686746987952,0.668730650154799,0,0,0.96,0.255451713395639,0.522658610271903,0.97196261682243,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0.00917431192660551,0,0.136645962732919,0,0,0,0,0.248447204968944,0,0,0,0.300613496932515,0,0,0,0.42814371257485,0,0,0,0.0634441087613293,0.0029940119760479,0.311897106109325,0.0731707317073171,0,0,0.97427652733119,0,0.170658682634731,0.163009404388715,0.960365853658537,0,0.948795180722892,0.962264150943396,0,0.714285714285714,0,0,0,0,0,0.286567164179104,0.974842767295597,0.219814241486068,0.963414634146341,0.186335403726708,0,0,0,0,0,0.152866242038217,0.438066465256798
"6",0,0.306501547987616,0.796052631578947,0.638709677419355,0.987616099071207,1,0.986754966887417,0,0,0,0.0159744408945687,0.169934640522876,0.793548387096774,0,0,0.987179487179487,0.159863945578231,0.537037037037037,0.977124183006536,0,0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,0.0524590163934426,0,0,0,0,0.183606557377049,0,0,0,0.189102564102564,0,0,0,0.314935064935065,0,0,0,0.0857142857142857,0.00309597523219814,0.23728813559322,0.0700636942675159,0,0,1,0,0.0996884735202492,0.118811881188119,0.987341772151899,0,0.993650793650794,0.99344262295082,0,0.83495145631068,0,0,0,0,0,0.227692307692308,1,0.147058823529412,0.990566037735849,0.221498371335505,0,0,0,0,0,0.175496688741722,0.348242811501597
"7",0,0.445141065830721,0.686468646864686,0.549520766773163,0.943217665615142,0.986754966887417,1,0.00949367088607595,0,0,0.0944625407166124,0.137931034482759,0.613418530351438,0,0,0.917460317460317,0.25752508361204,0.496875,0.90228013029316,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.0128617363344051,0,0.137704918032787,0,0,0,0,0.255663430420712,0,0,0,0.305194805194805,0,0,0,0.457142857142857,0,0,0,0.06875,0.00320512820512821,0.342560553633218,0.0670926517571885,0,0,0.945017182130584,0,0.174454828660436,0.1875,0.895569620253165,0,0.996835443037975,0.939102564102564,0,0.737012987012987,0,0,0,0,0,0.313664596273292,0.949832775919732,0.239482200647249,0.9185667752443,0.186046511627907,0,0,0,0,0,0.14,0.364820846905537
"8",0.12258064516129,0.0795107033639144,0.00641025641025641,0,0,0,0.00949367088607595,1,0,0,0.122257053291536,0.00920245398773006,0,0,0.173252279635258,0,0.11400651465798,0,0.00319488817891374,0,0,0.473354231974922,0,0.829113924050633,0.00636942675159236,0.630914826498423,0,0.0664556962025316,0,0,0.0031055900621118,0,0.234177215189873,0,0.00326797385620915,0,0,0.184126984126984,0,0.0721003134796238,0.717041800643087,0.166144200626959,0.490506329113924,0.184952978056426,0.0125391849529781,0.0851063829787234,0,0,0.0354838709677419,0.00611620795107034,0.00934579439252336,0.153846153846154,0.0507936507936508,0.530744336569579,0.0191693290734824,0,0.209230769230769,0.382978723404255,0.0911949685534591,0.00928792569659443,0.060126582278481,0.00309597523219814,0,0,0,0.39622641509434,0,0,0.691616766467066,0,0.0906344410876133,0,0.203076923076923,0,0.0127388535031847,0.00304878048780488,0,0.107255520504732,0.0464396284829721,0,0.00318471337579618,0.0815047021943574
"9",0.578947368421053,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00320512820512821,0,0,0,0,0.964856230031949,0,0,0,0.00657894736842105,0.00996677740863787,0.059016393442623,0.9,0.652317880794702,0,0.986842105263158,0.0376175548589342,0.702702702702703,0,0.987220447284345,0.0166666666666667,0.996825396825397,0.00655737704918033,0,0,0,0.250825082508251,0,0.0326797385620915,0.895765472312704,0,0,0,0.00320512820512821,0.976744186046512,0,0.0161290322580645,0,0,0.00983606557377049,0,0,0.535483870967742,0,0,0,0,0,0,0.32807570977918,0,0,0.473186119873817,1,0.0279503105590062,0,0,0,0,0,0,0.053125,0,0.50814332247557,0.652037617554859,0,0,0
"10",0,0,0,0,0,0,0,0,0,1,0,0,0.0340557275541796,0.128834355828221,0.00303951367781155,0,0,0.00303951367781155,0,0,0.869426751592357,0.0157232704402516,0.253869969040248,0,0.0698412698412698,0,0.018348623853211,0,0.0755287009063444,0,0.0246913580246914,0,0.021875,0.0123839009287926,0.321428571428571,0.00305810397553517,0.575471698113208,0,0.207430340557276,0.366153846153846,0,0,0.00311526479750779,0,0.349544072948328,0,0.165605095541401,0.769716088328076,0.00649350649350649,0.395136778115502,0,0,0,0.00643086816720257,0.00623052959501558,0,0,0,0,0,0.457142857142857,0,0,0.596330275229358,0,0.00634920634920635,0.267692307692308,0,0.00302114803625378,0.165137614678899,0,0,0,0,0,0.52,0.649350649350649,0.003125,0.054380664652568,0.49375,0,0
